y_ord,interface_cond,task_complexity,prob,SE,df,asymp.LCL,asymp.UCL,lower.CL,upper.CL,p.value.raw,p.value
9,dashboard,easy,0.13222045292749152,0.02324241869986523,Inf,0.08666614936215541,0.17777475649282762,0.08666614936215541,0.17777475649282762,NA,NA
10,dashboard,easy,0.05560326789725312,0.015016797718446374,Inf,0.026170885205974975,0.08503565058853126,0.026170885205974975,0.08503565058853126,NA,NA
11,dashboard,easy,0.0762074954064309,0.019001999405582705,Inf,0.038964260937237295,0.11345072987562452,0.038964260937237295,0.11345072987562452,NA,NA
12,dashboard,easy,0.05765959339676807,0.01695398842034029,Inf,0.024430386698591988,0.09088880009494416,0.024430386698591988,0.09088880009494416,NA,NA
13,dashboard,easy,0.05350693819460406,0.01812213421631091,Inf,0.01798820780763368,0.08902566858157443,0.01798820780763368,0.08902566858157443,NA,NA
14,dashboard,easy,0.016137490984605485,0.007514648641312707,Inf,0.001409050291159732,0.03086593167805124,0.001409050291159732,0.03086593167805124,NA,NA
15,dashboard,easy,0.009934995448062534,0.0053994089528127285,Inf,-6.476516372535407e-4,0.020517642533378608,-6.476516372535407e-4,0.020517642533378608,NA,NA
16,dashboard,easy,0.002151886428163774,0.0016061870003095506,Inf,-9.96182244879369e-4,0.005299955101206916,-9.96182244879369e-4,0.005299955101206916,NA,NA
17,dashboard,easy,4.555277744765496e-4,4.598815938862111e-4,Inf,-4.4582358669329944e-4,0.0013568791356463987,-4.4582358669329944e-4,0.0013568791356463987,NA,NA
18,dashboard,easy,1.9379845658773487e-4,2.351018241768087e-4,Inf,-2.6699265149847823e-4,6.545895646739479e-4,-2.6699265149847823e-4,6.545895646739479e-4,NA,NA
19,dashboard,easy,1.5465603505182557e-5,3.119126335904136e-5,Inf,-4.566814931084233e-5,7.659935632120745e-5,-4.566814931084233e-5,7.659935632120745e-5,NA,NA
1,chatbot,mid,0.02543678505638159,0.013626001254296619,Inf,-0.0012696866553373806,0.05214325676810056,-0.0012696866553373806,0.05214325676810056,NA,NA
2,chatbot,mid,0.11750028877110322,0.03507694272266782,Inf,0.04875074434689995,0.18624983319530647,0.04875074434689995,0.18624983319530647,NA,NA
3,chatbot,mid,0.15868478063663824,0.03309483441641437,Inf,0.09382009710614943,0.22354946416712707,0.09382009710614943,0.22354946416712707,NA,NA
4,chatbot,mid,0.17279810077744528,0.028534523048000474,Inf,0.11687146328733627,0.2287247382675543,0.11687146328733627,0.2287247382675543,NA,NA
5,chatbot,mid,0.16074780381499398,0.02590234872828372,Inf,0.10998013319256103,0.21151547443742694,0.10998013319256103,0.21151547443742694,NA,NA
6,chatbot,mid,0.0993339349726502,0.020796859658139634,Inf,0.05857283905116254,0.14009503089413786,0.05857283905116254,0.14009503089413786,NA,NA
7,chatbot,mid,0.07664515636085312,0.018214861058698573,Inf,0.040944684702402805,0.11234562801930342,0.040944684702402805,0.11234562801930342,NA,NA
8,chatbot,mid,0.053855006843082975,0.014922688251765735,Inf,0.02460707531710316,0.0831029383690628,0.02460707531710316,0.0831029383690628,NA,NA
9,chatbot,mid,0.06387352156098602,0.018299768415168265,Inf,0.02800663454183261,0.09974040858013944,0.02800663454183261,0.09974040858013944,NA,NA
10,chatbot,mid,0.02115665832598379,0.008110024573866533,Inf,0.005261302247470592,0.037052014404496986,0.005261302247470592,0.037052014404496986,NA,NA
11,chatbot,mid,0.023799843854015568,0.009416185743668447,Inf,0.005344458924685911,0.04225522878334523,0.005344458924685911,0.04225522878334523,NA,NA
12,chatbot,mid,0.013925284704079721,0.00640358191884292,Inf,0.0013744947710957085,0.026476074637063734,0.0013744947710957085,0.026476074637063734,NA,NA
13,chatbot,mid,0.00933203893653023,0.00498628079749113,Inf,-4.408918433560418e-4,0.019104969716416502,-4.408918433560418e-4,0.019104969716416502,NA,NA
14,chatbot,mid,0.0019233430435130483,0.001319270947379305,Inf,-6.623804992004255e-4,0.004509066586226522,-6.623804992004255e-4,0.004509066586226522,NA,NA
15,chatbot,mid,8.450158643286132e-4,6.77361817496868e-4,Inf,-4.8258890246784063e-4,0.0021726206311250672,-4.8258890246784063e-4,0.0021726206311250672,NA,NA
16,chatbot,mid,1.1891023821974933e-4,1.2332812846147228e-4,Inf,-1.2280845184546547e-4,3.6062892828496413e-4,-1.2280845184546547e-4,3.6062892828496413e-4,NA,NA
17,chatbot,mid,1.7816986738639073e-5,2.3601368906192486e-5,Inf,-2.8440846303341675e-5,6.407481978061982e-5,-2.8440846303341675e-5,6.407481978061982e-5,NA,NA
18,chatbot,mid,5.459871360358193e-6,8.64679131506668e-6,Inf,-1.1487528199006228e-5,2.2407270919722614e-5,-1.1487528199006228e-5,2.2407270919722614e-5,NA,NA
19,chatbot,mid,2.4938109566274846e-7,6.207845242765773e-7,Inf,-9.673342140791735e-7,1.4660964054046704e-6,-9.673342140791735e-7,1.4660964054046704e-6,NA,NA
1,dashboard,mid,0.0020793803690913573,0.0016361899978587643,Inf,-0.001127493098576488,0.005286253836759203,-0.001127493098576488,0.005286253836759203,NA,NA
2,dashboard,mid,0.02174244177352576,0.010385863910079198,Inf,0.0013865225614361938,0.04209836098561533,0.0013865225614361938,0.04209836098561533,NA,NA
3,dashboard,mid,0.052098747388202804,0.017775558493411368,Inf,0.01725929293603147,0.08693820184037414,0.01725929293603147,0.08693820184037414,NA,NA
4,dashboard,mid,0.08824508755869163,0.022634916271236153,Inf,0.04388146687398913,0.13260870824339413,0.04388146687398913,0.13260870824339413,NA,NA
5,dashboard,mid,0.12093841411907777,0.024316261927393713,Inf,0.07327941650274358,0.16859741173541196,0.07327941650274358,0.16859741173541196,NA,NA
6,dashboard,mid,0.10201661318318095,0.020714666811569145,Inf,0.06141661228075828,0.1426166140856036,0.06141661228075828,0.1426166140856036,NA,NA
7,dashboard,mid,0.10043972986385946,0.019950590457717497,Inf,0.061337291096424704,0.1395421686312942,0.061337291096424704,0.1395421686312942,NA,NA
8,dashboard,mid,0.08768873086148604,0.018550246037285757,Inf,0.05133091672404911,0.12404654499892298,0.05133091672404911,0.12404654499892298,NA,NA
9,dashboard,mid,0.13501257524577137,0.023253532688966898,Inf,0.08943648866207142,0.1805886618294713,0.08943648866207142,0.1805886618294713,NA,NA
10,dashboard,mid,0.05760744523154515,0.01524580450245053,Inf,0.02772621749140352,0.08748867297168678,0.02772621749140352,0.08748867297168678,NA,NA
11,dashboard,mid,0.07993020809626095,0.019031487743730056,Inf,0.04262917754633459,0.1172312386461873,0.04262917754633459,0.1172312386461873,NA,NA
12,dashboard,mid,0.06144314905557713,0.017155925204617634,Inf,0.027818153533063612,0.09506814457809065,0.027818153533063612,0.09506814457809065,NA,NA
13,dashboard,mid,0.05819123309188956,0.018826892914027456,Inf,0.021291201039603407,0.09509126514417571,0.021291201039603407,0.09509126514417571,NA,NA
14,dashboard,mid,0.017962091813028658,0.008211496883488507,Inf,0.0018678536622282922,0.03405632996382903,0.0018678536622282922,0.03405632996382903,NA,NA
15,dashboard,mid,0.011294005953714437,0.006120450321856762,Inf,-7.01856246291396e-4,0.02328986815372027,-7.01856246291396e-4,0.02328986815372027,NA,NA
16,dashboard,mid,0.002511739829719861,0.0018678329878100161,Inf,-0.0011491455555236113,0.006172625214963334,-0.0011491455555236113,0.006172625214963334,NA,NA
17,dashboard,mid,5.430636966399227e-4,5.458659080596614e-4,Inf,-5.268138235452657e-4,0.0016129412168251111,-5.268138235452657e-4,0.0016129412168251111,NA,NA
18,dashboard,mid,2.3585521222091455e-4,2.863945113964921e-4,Inf,-3.2546771548615586e-4,7.97178139927985e-4,-3.2546771548615586e-4,7.97178139927985e-4,NA,NA
19,dashboard,mid,1.948765651627049e-5,3.9151220239682325e-5,Inf,-5.724732510430248e-5,9.622263813684346e-5,-5.724732510430248e-5,9.622263813684346e-5,NA,NA
1,chatbot,hard,7.495314558416564e-4,6.606400406012548e-4,Inf,-5.452992304818816e-4,0.0020443621421651946,-5.452992304818816e-4,0.0020443621421651946,NA,NA
2,chatbot,hard,0.010274567286757873,0.005801550382038529,Inf,-0.0010962625165322325,0.02164539709004798,-0.0010962625165322325,0.02164539709004798,NA,NA
3,chatbot,hard,0.029724721070231247,0.012379278690712195,Inf,0.0054617806818511964,0.053987661458611294,0.0054617806818511964,0.053987661458611294,NA,NA
4,chatbot,hard,0.05838830713255389,0.018687288849338193,Inf,0.021761894019154092,0.0950147202459537,0.021761894019154092,0.0950147202459537,NA,NA
5,chatbot,hard,0.091174555921803,0.022839507134099903,Inf,0.04640994451432157,0.13593916732928443,0.04640994451432157,0.13593916732928443,NA,NA
6,chatbot,hard,0.08533111944251351,0.019768343397173763,Inf,0.04658587835003276,0.12407636053499427,0.04658587835003276,0.12407636053499427,NA,NA
7,chatbot,hard,0.09121400121671674,0.019447381966292178,Inf,0.053097832969190344,0.12933016946424314,0.053097832969190344,0.12933016946424314,NA,NA
8,chatbot,hard,0.08568221229275652,0.018433948356639775,Inf,0.049552337420871256,0.12181208716464179,0.049552337420871256,0.12181208716464179,NA,NA
9,chatbot,hard,0.14428934840548424,0.023426355494866737,Inf,0.09837453534651344,0.19020416146445504,0.09837453534651344,0.19020416146445504,NA,NA
10,chatbot,hard,0.06696715164241152,0.01677896394471706,Inf,0.03408098661286997,0.09985331667195306,0.03408098661286997,0.09985331667195306,NA,NA
11,chatbot,hard,0.09983739625449262,0.021557832554426993,Inf,0.0575848208630706,0.14208997164591464,0.0575848208630706,0.14208997164591464,NA,NA
12,chatbot,hard,0.08418079568647374,0.021193109282351495,Inf,0.04264306477264331,0.12571852660030416,0.04264306477264331,0.12571852660030416,NA,NA
13,chatbot,hard,0.08983665980460065,0.025443418048504543,Inf,0.03996847678593537,0.13970484282326592,0.03996847678593537,0.13970484282326592,NA,NA
14,chatbot,hard,0.03172282591484199,0.012798730799617202,Inf,0.006637774499768753,0.05680787732991523,0.006637774499768753,0.05680787732991523,NA,NA
15,chatbot,hard,0.022570636045767256,0.010697642937379874,Inf,0.001603641169033436,0.043537630922501076,0.001603641169033436,0.043537630922501076,NA,NA
16,chatbot,hard,0.00585286151719322,0.0039002467732765556,Inf,-0.001791481689247385,0.013497204723633825,-0.001791481689247385,0.013497204723633825,NA,NA
17,chatbot,hard,0.0014307799529694742,0.0013111078721262314,Inf,-0.0011389442562448854,0.004000504162183834,-0.0011389442562448854,0.004000504162183834,NA,NA
18,chatbot,hard,7.014743768536391e-4,7.703236031466248e-4,Inf,-8.083321417548706e-4,0.002211280895462149,-8.083321417548706e-4,0.002211280895462149,NA,NA
19,chatbot,hard,7.105457973721752e-5,1.3145877197909208e-4,Inf,-1.865998787936661e-4,3.2870903826810114e-4,-1.865998787936661e-4,3.2870903826810114e-4,NA,NA
1,dashboard,hard,3.912710967671455e-5,4.445236662790924e-5,Inf,-4.799792794155775e-5,1.2625214729498685e-4,-4.799792794155775e-5,1.2625214729498685e-4,NA,NA
2,dashboard,hard,0.001051567507284611,8.059312180412044e-4,Inf,-5.280286540926466e-4,0.0026311636686618687,-5.280286540926466e-4,0.0026311636686618687,NA,NA
3,dashboard,hard,0.0048292368838079225,0.0028477285195041267,Inf,-7.522084521677337e-4,0.010410682219783578,-7.522084521677337e-4,0.010410682219783578,NA,NA
4,dashboard,hard,0.013717109507834231,0.006442894090492063,Inf,0.0010892691342638434,0.02634494988140462,0.0010892691342638434,0.02634494988140462,NA,NA
5,dashboard,hard,0.029674273953414446,0.011183778960833684,Inf,0.00775446997912364,0.05159407792770525,0.00775446997912364,0.05159407792770525,NA,NA
6,dashboard,hard,0.035930016463243834,0.011870748047793063,Inf,0.012663777820020278,0.059196255106467394,0.012663777820020278,0.059196255106467394,NA,NA
7,dashboard,hard,0.047181827425361214,0.013778142986828697,Inf,0.020177163397333844,0.07418649145338858,0.020177163397333844,0.07418649145338858,NA,NA
8,dashboard,hard,0.05321936635064578,0.01438306474275597,Inf,0.02502907746753623,0.08140965523375533,0.02502907746753623,0.08140965523375533,NA,NA
9,dashboard,hard,0.1125265886854431,0.022324633847792437,Inf,0.06877111037572609,0.15628206699516012,0.06877111037572609,0.15628206699516012,NA,NA
10,dashboard,hard,0.06425915525531245,0.0163036296330648,Inf,0.03230462835722547,0.09621368215339943,0.03230462835722547,0.09621368215339943,NA,NA
11,dashboard,hard,0.11493103568620422,0.02227467015914963,Inf,0.07127348440676187,0.15858858696564657,0.07127348440676187,0.15858858696564657,NA,NA
12,dashboard,hard,0.12222910614530114,0.02434673096706581,Inf,0.07451039030856613,0.16994782198203615,0.07451039030856613,0.16994782198203615,NA,NA
13,dashboard,hard,0.1769410434874228,0.033095665253351926,Inf,0.11207473154645935,0.24180735542838622,0.11207473154645935,0.24180735542838622,NA,NA
14,dashboard,hard,0.08711499064211392,0.025293020321427464,Inf,0.0375415817518764,0.13668839953235146,0.0375415817518764,0.13668839953235146,NA,NA
15,dashboard,hard,0.08496745345774226,0.027434355101243764,Inf,0.031197105520221785,0.13873780139526273,0.031197105520221785,0.13873780139526273,NA,NA
16,dashboard,hard,0.032286375234688136,0.015810193636391218,Inf,0.0012989651187570068,0.06327378535061927,0.0012989651187570068,0.06327378535061927,NA,NA
17,dashboard,hard,0.010706509981803225,0.007745830248047936,Inf,-0.004475038334731679,0.02588805829833813,-0.004475038334731679,0.02588805829833813,NA,NA
18,dashboard,hard,0.007171023384849318,0.006064763645751394,Inf,-0.004715694935571247,0.01905774170526988,-0.004715694935571247,0.01905774170526988,NA,NA
19,dashboard,hard,0.0012241928378506906,0.0018012708458372338,Inf,-0.0023062331463922867,0.004754618822093668,-0.0023062331463922867,0.004754618822093668,NA,NA
