y_ord,interface_cond,task_complexity,prob,SE,df,asymp.LCL,asymp.UCL,lower.CL,upper.CL,p.value.raw,p.value
15,chatbot,mid,6.541593561584236e-4,5.05344575330251e-4,Inf,-3.362978112715564e-4,0.0016446165235884035,-3.362978112715564e-4,0.0016446165235884035,NA,NA
16,chatbot,mid,9.542371265741645e-5,9.513813772030014e-5,Inf,-9.10436108305834e-5,2.818910361454163e-4,-9.10436108305834e-5,2.818910361454163e-4,NA,NA
17,chatbot,mid,1.4778710706153664e-5,1.8869036798586444e-5,Inf,-2.2203921842036717e-5,5.1761343254344044e-5,-2.2203921842036717e-5,5.1761343254344044e-5,NA,NA
18,chatbot,mid,4.739496809846866e-6,7.238396134289727e-6,Inf,-9.447498919194949e-6,1.892649253888868e-5,-9.447498919194949e-6,1.892649253888868e-5,NA,NA
19,chatbot,mid,2.0121352073410037e-7,5.012600147758501e-7,Inf,-7.812380551165809e-7,1.1836650965847816e-6,-7.812380551165809e-7,1.1836650965847816e-6,NA,NA
1,dashboard,mid,0.002818353254662436,0.0020779913995670725,Inf,-0.0012544350486730057,0.006891141557997878,-0.0012544350486730057,0.006891141557997878,NA,NA
2,dashboard,mid,0.022508094861714192,0.010338897482141436,Inf,0.0022442281568651364,0.04277196156656325,0.0022442281568651364,0.04277196156656325,NA,NA
3,dashboard,mid,0.05019390587134077,0.01668914101122147,Inf,0.01748379055643632,0.08290402118624521,0.01748379055643632,0.08290402118624521,NA,NA
4,dashboard,mid,0.08385418745076463,0.02113614040436131,Inf,0.04242811348603462,0.12528026141549464,0.04242811348603462,0.12528026141549464,NA,NA
5,dashboard,mid,0.11510199477725541,0.02302774811100779,Inf,0.0699684378346199,0.16023555171989093,0.0699684378346199,0.16023555171989093,NA,NA
6,dashboard,mid,0.09759789572756676,0.01989755967412917,Inf,0.05859939538603706,0.13659639606909646,0.05859939538603706,0.13659639606909646,NA,NA
7,dashboard,mid,0.09733759728714689,0.01940119994775943,Inf,0.059311944132678034,0.13536325044161573,0.059311944132678034,0.13536325044161573,NA,NA
8,dashboard,mid,0.08659980868286368,0.01831114893259454,Inf,0.05071061625942934,0.12248900110629803,0.05071061625942934,0.12248900110629803,NA,NA
9,dashboard,mid,0.13567389613167505,0.023053414518878153,Inf,0.0904900339540011,0.180857758309349,0.0904900339540011,0.180857758309349,NA,NA
10,dashboard,mid,0.05836881141373498,0.015203788060555813,Inf,0.028569934386465518,0.08816768844100445,0.028569934386465518,0.08816768844100445,NA,NA
11,dashboard,mid,0.08169133798442385,0.01879707363738114,Inf,0.04484975064040952,0.11853292532843818,0.04484975064040952,0.11853292532843818,NA,NA
12,dashboard,mid,0.0644767126347075,0.017121492984204637,Inf,0.030919203024111205,0.0980342222453038,0.030919203024111205,0.0980342222453038,NA,NA
13,dashboard,mid,0.06351883691096044,0.018926997194501808,Inf,0.026422604074246264,0.10061506974767462,0.026422604074246264,0.10061506974767462,NA,NA
14,dashboard,mid,0.02090926673096638,0.00876499347896545,Inf,0.00373019518746567,0.03808833827446709,0.00373019518746567,0.03808833827446709,NA,NA
15,dashboard,mid,0.01445725414056337,0.007031027348042296,Inf,6.766937640843053e-4,0.028237814517042433,6.766937640843053e-4,0.028237814517042433,NA,NA
16,dashboard,mid,0.003589665271857778,0.002414458190108426,Inf,-0.0011425858229324988,0.008321916366648054,-0.0011425858229324988,0.008321916366648054,NA,NA
17,dashboard,mid,8.521678664823451e-4,7.865094387684705e-4,Inf,-6.893623070046676e-4,0.0023936980399693578,-6.893623070046676e-4,0.0023936980399693578,NA,NA
18,dashboard,mid,4.1397193092757023e-4,4.5855520923892635e-4,Inf,-4.847797641039539e-4,0.0013127236259590945,-4.847797641039539e-4,0.0013127236259590945,NA,NA
19,dashboard,mid,3.6241070386022756e-5,6.95630849139653e-5,Inf,-1.0010007069885077e-4,1.7258221147089628e-4,-1.0010007069885077e-4,1.7258221147089628e-4,NA,NA
1,chatbot,hard,0.002687906170308474,0.0019741285165876875,Inf,-0.0011813146230568753,0.006557126963673823,-0.0011813146230568753,0.006557126963673823,NA,NA
2,chatbot,hard,0.021741961633998105,0.010344408024301744,Inf,0.0014672944649795558,0.042016628803016653,0.0014672944649795558,0.042016628803016653,NA,NA
3,chatbot,hard,0.04892276225523248,0.017133715488304096,Inf,0.01534129697680036,0.0825042275336646,0.01534129697680036,0.0825042275336646,NA,NA
4,chatbot,hard,0.08231293707944319,0.021945114293154423,Inf,0.039301303428245365,0.12532457073064102,0.039301303428245365,0.12532457073064102,NA,NA
5,chatbot,hard,0.11370120099640871,0.02384858264555143,Inf,0.06695883792880096,0.16044356406401644,0.06695883792880096,0.16044356406401644,NA,NA
6,chatbot,hard,0.09689795084897909,0.020105140694624345,Inf,0.05749259918340478,0.13630330251455341,0.05749259918340478,0.13630330251455341,NA,NA
7,chatbot,hard,0.09702641974156105,0.01939326681051215,Inf,0.059016315250381285,0.13503652423274082,0.059016315250381285,0.13503652423274082,NA,NA
8,chatbot,hard,0.08663245716363632,0.018316991179274253,Inf,0.05073181414712094,0.1225331001801517,0.05073181414712094,0.1225331001801517,NA,NA
9,chatbot,hard,0.13632278199751818,0.02336540223701142,Inf,0.09052743512868419,0.18211812886635217,0.09052743512868419,0.18211812886635217,NA,NA
10,chatbot,hard,0.058891154688118036,0.015528483327714242,Inf,0.028455886631267437,0.08932642274496863,0.028455886631267437,0.08932642274496863,NA,NA
11,chatbot,hard,0.08270983506587393,0.01955735508964408,Inf,0.044378123457310424,0.12104154667443742,0.044378123457310424,0.12104154667443742,NA,NA
12,chatbot,hard,0.06557277053450322,0.017971084447673525,Inf,0.03035009225393523,0.10079544881507121,0.03035009225393523,0.10079544881507121,NA,NA
13,chatbot,hard,0.06496985764720781,0.01976706328442076,Inf,0.026227125529619096,0.10371258976479653,0.026227125529619096,0.10371258976479653,NA,NA
14,chatbot,hard,0.021524474009436356,0.00896938873325031,Inf,0.003944795128926416,0.0391041528899463,0.003944795128926416,0.0391041528899463,NA,NA
15,chatbot,hard,0.014970833186383647,0.007215200711163901,Inf,8.292996512746197e-4,0.029112366721492675,8.292996512746197e-4,0.029112366721492675,NA,NA
16,chatbot,hard,0.0037447559515870754,0.002504654957409892,Inf,-0.001164277558636015,0.008653789461810165,-0.001164277558636015,0.008653789461810165,NA,NA
17,chatbot,hard,8.942655654968767e-4,8.186017011150143e-4,Inf,-7.101642863717728e-4,0.0024986954173655263,-7.101642863717728e-4,0.0024986954173655263,NA,NA
18,chatbot,hard,4.370218398517256e-4,4.7793368978576355e-4,Inf,-4.997109791267094e-4,0.0013737546588301606,-4.997109791267094e-4,0.0013737546588301606,NA,NA
19,chatbot,hard,3.865362445565346e-5,7.336452372066479e-5,Inf,-1.0513819977978398e-4,1.824454486910909e-4,-1.0513819977978398e-4,1.824454486910909e-4,NA,NA
1,dashboard,hard,5.1177004493500015e-5,5.652617632649648e-5,Inf,-5.9612265290193673e-5,1.6196627427719372e-4,-5.9612265290193673e-5,1.6196627427719372e-4,NA,NA
2,dashboard,hard,0.0010158852070202558,7.7711000772272e-4,Inf,-5.072224201419185e-4,0.00253899283418243,-5.072224201419185e-4,0.00253899283418243,NA,NA
3,dashboard,hard,0.004285129698741823,0.0025395241008321703,Inf,-6.922460767606947e-4,0.009262505474244339,-6.922460767606947e-4,0.009262505474244339,NA,NA
4,dashboard,hard,0.011937824404860898,0.005648547187950159,Inf,8.668753515035897e-4,0.023008773458218206,8.668753515035897e-4,0.023008773458218206,NA,NA
5,dashboard,hard,0.02584342803667149,0.0098084418220914,Inf,0.006619235320915927,0.045067620752427054,0.006619235320915927,0.045067620752427054,NA,NA
6,dashboard,hard,0.03146320185812115,0.01048151177638979,Inf,0.01091981627286472,0.05200658744337758,0.01091981627286472,0.05200658744337758,NA,NA
7,dashboard,hard,0.041896074473600095,0.012403576030212346,Inf,0.017585512174879605,0.06620663677232058,0.017585512174879605,0.06620663677232058,NA,NA
8,dashboard,hard,0.048279069101044014,0.013291411058162894,Inf,0.02222838212332734,0.07432975607876069,0.02222838212332734,0.07432975607876069,NA,NA
9,dashboard,hard,0.10444801760441388,0.02128010142885663,Inf,0.06273978521649556,0.1461562499923322,0.06273978521649556,0.1461562499923322,NA,NA
10,dashboard,hard,0.060348636025399735,0.015486567759491416,Inf,0.02999552097265741,0.09070175107814206,0.02999552097265741,0.09070175107814206,NA,NA
11,dashboard,hard,0.10899495488224725,0.02141248519407035,Inf,0.06702725508237223,0.15096265468212228,0.06702725508237223,0.15096265468212228,NA,NA
12,dashboard,hard,0.11895629445754213,0.023712288801371183,Inf,0.07248106241584218,0.1654315264992421,0.07248106241584218,0.1654315264992421,NA,NA
13,dashboard,hard,0.1788385981114973,0.03240524899357725,Inf,0.11532547717403306,0.24235171904896152,0.11532547717403306,0.24235171904896152,NA,NA
14,dashboard,hard,0.09306812206959414,0.025887798374714076,Inf,0.04232896961612002,0.14380727452306827,0.04232896961612002,0.14380727452306827,NA,NA
15,dashboard,hard,0.09951807212128799,0.029437551195554846,Inf,0.0418215319849465,0.15721461225762948,0.0418215319849465,0.15721461225762948,NA,NA
16,dashboard,hard,0.042046606381799134,0.018829379507852705,Inf,0.005141700695171315,0.07895151206842696,0.005141700695171315,0.07895151206842696,NA,NA
17,dashboard,hard,0.015268611490464268,0.010252112943542443,Inf,-0.004825160644315835,0.03536238362524437,-0.004825160644315835,0.03536238362524437,NA,NA
18,dashboard,hard,0.011573119455827952,0.008828597270537043,Inf,-0.005730613228433271,0.028876852140089174,-0.005730613228433271,0.028876852140089174,NA,NA
19,dashboard,hard,0.002167177615372995,0.003012708880516388,Inf,-0.0037376232863431088,0.008071978517089098,-0.0037376232863431088,0.008071978517089098,NA,NA
