task_mean__T1,task_mean__T2,task_mean__T3,task_diff_T2_T1,task_diff_T3_T1,task_diff_T3_T2,task_h_T2_T1,task_h_T3_T1,task_h_T3_T2,adj_mean_chatbot,adj_mean_dashboard,adj_diff_interface
0.8948276965492484,0.8326691794667158,0.5110015989848732,-0.062158517082532616,-0.38382609756437525,-0.32166758048184263,-0.18230017261504683,-0.8882421603291133,-0.7059419877140665,0.7540707521185034,0.7382615645487214,0.015809187569782
0.8812146231501217,0.8869495921656769,0.5010542636370197,0.005734969015555258,-0.380160359513102,-0.38589532852865727,0.017915974326530915,-0.8649505437030545,-0.8828665180295854,0.7686218361626386,0.7441904831392403,0.024431353023398272
0.9108571053544672,0.8510578056101038,0.49719630377742324,-0.05979929974436338,-0.41366080157704394,-0.35386150183268056,-0.18604818192278838,-0.9700198666675977,-0.7839716847448093,0.7669153609742915,0.7391587821870381,0.02775657878725335
0.8787356993196583,0.8362615261367127,0.48882361501994304,-0.04247417318294566,-0.3899120842997153,-0.34743791111676964,-0.12181859051408184,-0.8817859309691327,-0.7599673404550509,0.7612813928112013,0.7079325008396746,0.0533488919715267
0.9221604437769161,0.8394488635725341,0.47568184743364106,-0.08271158020438196,-0.446478596343275,-0.36376701613889306,-0.25903618174174303,-1.053952014896074,-0.7949158331543309,0.76254318453486,0.728984251987201,0.03355893254765907
0.8833758430771789,0.8315464380207781,0.5467610243287103,-0.05182940505640077,-0.33661481874846855,-0.2847854136920678,-0.1488224912256415,-0.7801067055403026,-0.6312842143146611,0.7757581138723213,0.7320307564121236,0.043727357460197736
0.8693418814570831,0.8227835478439953,0.5126021008160622,-0.04655833361308781,-0.35673978064102096,-0.31018144702793315,-0.12934992994968075,-0.8059086694090758,-0.676558739459395,0.7434833558130987,0.7263349975983282,0.017148358214770454
0.9103651197115403,0.8630455603535876,0.49060310689862785,-0.047319559357952734,-0.4197620128129125,-0.37244245345495974,-0.15006809380622155,-0.9814829114980352,-0.8314148176918137,0.7625616537643203,0.7467808708781837,0.015780782886136602
0.9076617215883993,0.8606922839974467,0.48323560164087065,-0.04696943759095262,-0.42442611994752866,-0.37745668235657603,-0.14748807488719518,-0.9868226756254423,-0.8393346007382472,0.7661009920528026,0.734958746098342,0.03114224595446058
0.888640330515413,0.8368672471259023,0.4900861799447693,-0.0517730833895107,-0.39855415057064375,-0.34678106718113305,-0.15108114263563932,-0.9101609260528873,-0.759079783417248,0.7545356698973317,0.7225268351600579,0.032008834737273784
0.9074115783182841,0.8563150976500598,0.5054941228886827,-0.051096480668224364,-0.40191745542960144,-0.3508209747613771,-0.15918379425189233,-0.9414356075070192,-0.7822518132551268,0.7690658099945276,0.7437480559101569,0.025317754084370647
0.8955561626775831,0.8698983883230768,0.5037926887877385,-0.025657774354506335,-0.39176347388984456,-0.3661056995353382,-0.07985710216616315,-0.9050399175402557,-0.8251828153740925,0.7736706045100012,0.7391608886822646,0.03450971582773665
0.9009883591644076,0.8528244654408907,0.4687186150530113,-0.048163893723516815,-0.43226974411139624,-0.3841058503878794,-0.14725845125661863,-0.9932006772564135,-0.8459422259997949,0.7380028939774128,0.7436847324614603,-0.005681838484047463
0.9068315241059446,0.8350088198178219,0.5083593570807742,-0.07182270428812265,-0.3984721670251704,-0.32664946273704776,-0.21619314154597813,-0.9337061976684351,-0.717513056122457,0.7656646550138394,0.7344684789891874,0.031196176024651967
0.8784919465544553,0.8192702615869282,0.5037851745717875,-0.05922168496752711,-0.3747067719826678,-0.31548508701514066,-0.16608457747490313,-0.8511144874523013,-0.6850299099773982,0.7449536562667719,0.7227445988753419,0.022209057391429976
0.8713845559280816,0.8405550024461765,0.5233794105231654,-0.03082955348190508,-0.3480051454049162,-0.31717559192301115,-0.08791912790543588,-0.7904208440495328,-0.702501716144097,0.7645984862024111,0.7256141597292046,0.03898432647320649
0.9039990811735031,0.8462050080534733,0.47920355096343653,-0.05779407312002982,-0.4247955302100666,-0.3670014570900368,-0.17592252906040518,-0.9823514171918053,-0.8064288881314001,0.7654850923855846,0.7207866677413574,0.04469842464422724
0.894918466149961,0.841191358172621,0.49407981425445385,-0.05372710797733993,-0.4008386518955071,-0.3471115439181672,-0.15952582537401794,-0.9223837216638735,-0.7628578962898556,0.7580591703456798,0.7287339220390104,0.029325248306669383
0.8631289634383211,0.8481382352811844,0.4660158642301153,-0.014990728157136757,-0.3971130992082058,-0.38212237105106905,-0.04266580334703329,-0.8808832610928203,-0.838217457745787,0.741067304898549,0.710454737067865,0.030612567830684
0.9008107110559943,0.8250450496835758,0.4700206923506009,-0.07576566137241847,-0.4307900187053934,-0.35502435733297494,-0.22229947286159124,-0.9899970767637474,-0.7676976039021561,0.7603335278878811,0.7035841075055662,0.0567494203823149
0.8981116607888705,0.834527475054681,0.4930925586068026,-0.06358418573418956,-0.4050191021820679,-0.3414349164478783,-0.18809042233178053,-0.9348422295641383,-0.7467518072323578,0.7559870200615112,0.7278341095720581,0.02815291048945312
0.8802087575077818,0.8496524148474703,0.4639087926092001,-0.030556342660311486,-0.41629996489858173,-0.38574362223827025,-0.08953123607005997,-0.9362010075783758,-0.8466697715083158,0.7331768264059856,0.7293364835703158,0.0038403428356698077
0.9215788515706937,0.825758992274147,0.4751541094248205,-0.0958198592965468,-0.44642474214587324,-0.35060488284932645,-0.29354576760975526,-1.052841690377281,-0.7592959227675258,0.7405855062462826,0.7410757959334914,-0.000490289687208767
0.905709957170424,0.8414838728033166,0.507160944790128,-0.06422608436710742,-0.39854901238029605,-0.33432292801318864,-0.19475959940705767,-0.9322550865590429,-0.7374954871519852,0.7651840230834157,0.7377191600924966,0.027464862990919103
0.9118728534007368,0.8416416291943202,0.49958276665698115,-0.07023122420641659,-0.4122900867437556,-0.342058862537339,-0.2157364179871908,-0.9688207823214441,-0.7530843643342533,0.7724475930344793,0.7296172398002128,0.04283035323426654
0.8972874750326207,0.8226429835692913,0.4929584676732849,-0.07464449146332941,-0.40432900735933586,-0.32968451589600645,-0.21690964754295594,-0.9323907332257433,-0.7154810856827873,0.7534314346442039,0.7218278495392605,0.03160358510494343
0.9112460858188706,0.8576074567129279,0.5008970384105225,-0.05363862910594264,-0.4103490474083481,-0.35671041830240546,-0.16884731655505547,-0.9639847973039213,-0.7951374807488658,0.7765082244313717,0.7366588295301757,0.03984939490119599
0.8842939592045357,0.8439290665906958,0.4843405109683987,-0.04036489261383991,-0.399953448236137,-0.3595885556222971,-0.11809690391730276,-0.9079550560363094,-0.7898581521190067,0.7466203415575439,0.7284220162848762,0.018198325272667626
0.9211916875252307,0.8622390232063756,0.48666792288617605,-0.05895266431885515,-0.4345237646390547,-0.3755711003201995,-0.19141402577284472,-1.028358208254577,-0.8369441824817323,0.7721624553091797,0.7412366337693419,0.030925821539837806
0.8645925367152077,0.8352848415692012,0.5030218696251496,-0.029307695146006507,-0.36157066709005814,-0.33226297194405163,-0.08215388477881502,-0.8110865557702147,-0.7289326709913997,0.7532541905707271,0.7153453080356452,0.037908882535081845
0.8761672582268843,0.8323489753538277,0.46142152043923496,-0.04381828287305667,-0.4147457377876494,-0.3709274549145927,-0.12450917821225005,-0.9288323544258832,-0.8043231762136331,0.7507697037995189,0.6958554655471124,0.05491423825240649
0.8995771884880263,0.7987275325798258,0.49647647154569796,-0.1008496559082005,-0.4031007169423283,-0.3022510610341278,-0.2855634467507233,-0.9329342828041336,-0.6473708360534103,0.7604237141208673,0.7027637476214993,0.057659966499368
0.9129617623697265,0.8417831022269681,0.4866003203690363,-0.07117866014275842,-0.4263614420006902,-0.3551827818579318,-0.21920084398167283,-0.9986408959582547,-0.7794400519765818,0.7559671488452967,0.7382629744651903,0.017704174380106408
0.9078096943168763,0.8384941529541499,0.5074605133649671,-0.06931554136272644,-0.4003491809519092,-0.33103363958918275,-0.21013602203830084,-0.9388773242607042,-0.7287413022224034,0.7557843315098818,0.7467252422474472,0.009059089262434594
0.8946519436642276,0.8619462760970985,0.5122574777751873,-0.032705667567129115,-0.38239446588904036,-0.34968879832191124,-0.10024660119970585,-0.8851570291537516,-0.7849104279540458,0.7637244217249005,0.7488460432994416,0.014878378425458916
0.910835724682033,0.8397324623898528,0.502176787774949,-0.07110326229218022,-0.408658936907084,-0.33755567461490377,-0.21730430307485005,-0.9599838264959155,-0.7426795234210655,0.7734633689255715,0.7283666143056516,0.04509675461991991
0.8819288756975685,0.8768901964477043,0.4916497013399377,-0.005038679249864231,-0.3902791743576308,-0.3852404951077666,-0.015473430980958991,-0.8859709729956042,-0.8704975420146452,0.7632356907163647,0.7370768249404425,0.02615886577592219
0.9087710367686959,0.8610228889223378,0.46578261303702373,-0.04774814784635806,-0.44298842373167213,-0.3952402758853141,-0.15037502811587222,-1.0256180939033157,-0.8752430657874435,0.7599556555635929,0.7304287035884455,0.02952695197514743
0.8791025445947391,0.7868799620034481,0.478881333381278,-0.09222258259129101,-0.40022121121346116,-0.30799862862217015,-0.24946657572405995,-0.9028057304037709,-0.6533391546797109,0.7261905496001957,0.703718677052781,0.022471872547414673
0.9071292236869177,0.8524756785556905,0.4789035014305373,-0.05465354513122722,-0.42822572225638045,-0.3735721771251532,-0.16909605535661854,-0.9936561420365388,-0.8245600866799203,0.7716334144399257,0.7207055213421713,0.05092789309775447
0.8879597083618815,0.8221350019594079,0.4799736467681412,-0.06582470640247362,-0.40798606159374035,-0.3421613551912667,-0.18810285432654483,-0.928234681315607,-0.7401318269890622,0.7561409938349536,0.7039045775580001,0.05223641627695352
0.9122213427744448,0.8525373757349722,0.49070271505194957,-0.05968396703947254,-0.4215186277224952,-0.36183466068302267,-0.18668819021371874,-0.9878123846179072,-0.8011241944041885,0.7556939928110179,0.7479469628965598,0.007747029914458081
0.8903659394056872,0.8292696783144969,0.48208899529951216,-0.06109626109119026,-0.40827694410617504,-0.3471806830149848,-0.17696004502581664,-0.9316658936887767,-0.7547058486629601,0.7316697301588339,0.7361466785209638,-0.004476948362129973
0.8869561714556542,0.8230500154582275,0.5078920694272999,-0.06390615599742666,-0.3790641020283543,-0.3151579460309276,-0.18253217831863155,-0.8692110303037872,-0.6866788519851557,0.7496667507865413,0.7289320867742466,0.020734664012294735
0.8801815438570404,0.8290081695650209,0.4994877256859993,-0.05117337429201951,-0.3806938181710411,-0.3295204438790216,-0.14569057260176832,-0.8648965090545835,-0.7192059364528152,0.76652772877271,0.7059238972993305,0.060603831473379555
0.92314495618775,0.867586202807137,0.49459307233908156,-0.055558753380613,-0.4285518838486685,-0.3729931304680555,-0.18306091219940068,-1.019795954730923,-0.8367350425315223,0.7523115151686063,0.7712379723873729,-0.018926457218766624
0.8953624722798785,0.8366794938676753,0.4752431238995163,-0.05868297841220327,-0.42011934838036225,-0.361436369968159,-0.17324949583095384,-0.9615263172303292,-0.7882768213993754,0.7285549487752646,0.7429684445894489,-0.014413495814184274
0.9153064319150369,0.8575730606025014,0.48659984245644156,-0.05773337131253553,-0.42870658945859536,-0.3709732181460598,-0.18337423770849393,-1.0070108969444698,-0.8236366592359758,0.7575579030068225,0.7487616536424976,0.008796249364324882
0.8894346181345324,0.8628930719103474,0.4957513878752245,-0.02654154622418503,-0.3936832302593079,-0.3671416840351229,-0.08068438874330353,-0.90135820481968,-0.8206738160763765,0.7450630679212216,0.7536563173588479,-0.008593249437626294
0.8954113088100869,0.8255316912878626,0.48297291934789993,-0.06987961752222427,-0.41243838946218697,-0.3425587719399627,-0.2031672951485728,-0.9462126262379176,-0.7430453310893448,0.7406608427883281,0.7286164368422383,0.012044405946089798
0.9118458024647417,0.8283002939855139,0.485322736344908,-0.08354550847922781,-0.42652306611983365,-0.34297755764060583,-0.25158810755595074,-0.9972496422510311,-0.7456615346950803,0.760843441926788,0.7228024466033212,0.03804099532346683
0.9070927082279366,0.8760235062458901,0.5016366691367348,-0.031069201982046546,-0.40545603909120187,-0.3743868371091553,-0.1001624954169884,-0.9480514764554921,-0.8478889810385037,0.766278641383484,0.7568899476902238,0.00938869369326023
0.8969435883710577,0.8827165585961401,0.4840403657714982,-0.014227029774917632,-0.41290322259955947,-0.39867619282464184,-0.04546117142595074,-0.9490999723795572,-0.9036388009536065,0.7801074874772443,0.7290261876818863,0.051081299795358026
0.9086722943385511,0.8568763315827939,0.5033687265171428,-0.05179596275575726,-0.4053035678214083,-0.35350760506565104,-0.1619453508212656,-0.9500494358091802,-0.7881040849879146,0.7643033996033524,0.7483081686889729,0.015995230914379488
0.8848262244502237,0.8363072093492748,0.49050708605688953,-0.048519015100948915,-0.3943191383933342,-0.3458001232923853,-0.14056044606873774,-0.8972835857734287,-0.756723139704691,0.76408674990099,0.7103402633366019,0.053746486564388074
0.8979688693202441,0.8458001593406408,0.4730434438968135,-0.05216870997960332,-0.4249254254234306,-0.37275671544382727,-0.15685266153796684,-0.9744942820641311,-0.8176416205261643,0.7650711268658138,0.7128038548393183,0.052267272026495504
0.89959219118139,0.8708592979784814,0.46582147074724906,-0.028732893202908616,-0.43377072043414094,-0.40503782723123233,-0.09030799487569618,-0.9943474904903871,-0.9040394956146909,0.7653264082026787,0.7255222317354016,0.039804176467277075
0.8935525957650602,0.8570484224660561,0.47977434203115293,-0.03650417329900413,-0.41377825373390725,-0.3772740804349031,-0.11076859477116541,-0.9465640717175587,-0.8357954769463933,0.7366132421007302,0.7503036647407827,-0.013690422640052491
0.8938595854284653,0.8684402397615609,0.47486565824126187,-0.025419345666904403,-0.41899392718720346,-0.39357458152029906,-0.07865358584819715,-0.9573876242118315,-0.8787340383636344,0.766112876710719,0.7253307789101398,0.04078209780057929
0.919960702268518,0.8053699193513003,0.4846844830505602,-0.11459078291721769,-0.4352762192179578,-0.3206854363007401,-0.34014379185106236,-1.027774211152138,-0.6876304193010756,0.7596695089547254,0.7136738941588602,0.045995614795865225
0.906510982781244,0.8646076447577347,0.4773626366274508,-0.04190333802350932,-0.42914834615379316,-0.38724500813028384,-0.13214927906553964,-0.9946139754396386,-0.862464696374099,0.768592224411715,0.7303952850325718,0.03819693937914326
0.8633275217055532,0.8245123640135813,0.4703909591178164,-0.03881515769197186,-0.39293656258773674,-0.3541214048957649,-0.10713863792990885,-0.8726931615219764,-0.7655545235920675,0.7627175120613081,0.6761030511633258,0.0866144608979823
0.8820743755277999,0.8528857138401961,0.4654340137890091,-0.029188661687603812,-0.41664036173879077,-0.38745170005118695,-0.08620914596989593,-0.9389077704701145,-0.8526986245002186,0.7432304480124012,0.7236989540922688,0.019531493920132426
0.8799947919916177,0.8301652292743119,0.45539539857430356,-0.049829562717305764,-0.4245993934173141,-0.37476983070000836,-0.14203837358639815,-0.9526250425776497,-0.8105866689912515,0.7213172383268733,0.722386374899949,-0.001069136573075613
0.8737282527553833,0.8208972442514593,0.5004994213601949,-0.05283100850392408,-0.3732288313951885,-0.3203978228912644,-0.14738903734641795,-0.8432261716447702,-0.6958371342983523,0.7510823152156486,0.7123342970290432,0.03874801818660545
0.8899526963969965,0.8540055003824845,0.490080528475248,-0.03594719601451202,-0.39987216792174846,-0.36392497190723644,-0.10783690650630273,-0.914354893165374,-0.8065179866590713,0.7335724090661285,0.7557867411036908,-0.02221433203756229
0.9004781350408482,0.8350990670619933,0.485373442062382,-0.06537906797885484,-0.4151046929784662,-0.34972562499961135,-0.1944149823438308,-0.958147988870738,-0.7637330065269072,0.7498022055939746,0.7308315571828412,0.018970648411133384
0.9049638451738548,0.8935995963627105,0.49157282221100007,-0.011364248811144284,-0.4133910229628547,-0.4020267741517104,-0.03777469335587069,-0.9608839744424256,-0.9231092810865549,0.7623522341879854,0.7644052749770582,-0.0020530407890728686
0.8804720048443422,0.8848179746219499,0.4933984956662726,0.0043459697776077055,-0.3870735091780696,-0.3914194789556773,0.013503929059653696,-0.8779702379491832,-0.8914741670088369,0.7788815536901512,0.7269107630648921,0.05197079062525911
0.9051429165619921,0.8275826309622736,0.4915030371202122,-0.0775602855997185,-0.4136398794417799,-0.3360795938420614,-0.2302383426293093,-0.9616344354582989,-0.7313960928289895,0.7569848131646039,0.7258342432650481,0.03115056989955578
0.9191490160624919,0.8595191648319339,0.48944687676849535,-0.05962985123055797,-0.42970213929399653,-0.37007228806343856,-0.19173645913678916,-1.0152618422557014,-0.8235253831189122,0.7653747189984517,0.7467019861101626,0.01867273288828908
0.9017998480682303,0.8683363404461237,0.4866482877402695,-0.03346350762210659,-0.4151515603279608,-0.3816880527058542,-0.10518211078501771,-0.9600255371728776,-0.8548434263878599,0.789258348244082,0.7152646359256668,0.07399371231841523
0.8974596288484569,0.8558050868510199,0.482352182824958,-0.04165454199743701,-0.41510744602349886,-0.37345290402606185,-0.12708711024967867,-0.9541774537470995,-0.8270903434974208,0.7636545136295215,0.7267567520534349,0.036897761576086596
0.9006789482176384,0.7965941357205607,0.4884528864897465,-0.10408481249707768,-0.4122260617278919,-0.3081412492308142,-0.2945484438979835,-0.9526580859845917,-0.6581096420866082,0.7558244628051444,0.7013261841468191,0.05449827865832524
0.8929272081826066,0.8607640255481938,0.4579197890126817,-0.03216318263441287,-0.4350074191699249,-0.40284423653551205,-0.09806982083765137,-0.988336638438513,-0.8902668176008617,0.7422320683025325,0.7321752801931225,0.01005678810941002
0.8938310135348774,0.855218590119653,0.4922213938629765,-0.03861242341522442,-0.4016096196719009,-0.3629971962566765,-0.11688576978274812,-0.9225628302823357,-0.8056770604995875,0.7566197236743254,0.7375609413373458,0.01905878233697955
0.8910605732319838,0.8548051477383614,0.4633365837230608,-0.036255425493622484,-0.42772398950892304,-0.39146856401530056,-0.1091176568369785,-0.9714553243998418,-0.8623376675628633,0.7490867216761413,0.7237148147861292,0.02537190689001212
0.8858501999973085,0.8804310035354439,0.49634075752122825,-0.005419196461864617,-0.38950944247608027,-0.38409024601421565,-0.016870007483302807,-0.8888290250070836,-0.8719590175237808,0.7533816007228843,0.7550330399797694,-0.0016514392568851566
0.9010246422229115,0.8527623172439509,0.5082711414000123,-0.04826232497896055,-0.39275350082289917,-0.3444911758439386,-0.14755534555773853,-0.9141754740306676,-0.766620128472929,0.7508234657772567,0.7572152681339928,-0.006391802356736087
0.8948086617928357,0.8562735719634643,0.48485288167801227,-0.03853508982937137,-0.4099557801148234,-0.37142069028545205,-0.11706318583613484,-0.9404839609954212,-0.8234207751592864,0.756299434391154,0.7343239758983875,0.021975458492766498
0.9096284099725468,0.8189870189185141,0.5189195621749252,-0.09064139105403268,-0.3907088477976216,-0.3000674567435889,-0.2682493161083146,-0.9222656233687887,-0.6540163072604741,0.7748623593507838,0.7234943013598736,0.051368057990910265
0.8942296718927548,0.8579490505990457,0.49254335084854717,-0.036280621293709125,-0.40168632104420765,-0.3654056997504985,-0.11039062210913109,-0.92321403357342,-0.8128234114642889,0.7706433696088395,0.7258380126180589,0.04480535699078059
0.9082087799151918,0.868803482468288,0.4698841356992123,-0.0394052974469038,-0.4383246442159795,-0.3989193467690757,-0.12566032678492256,-1.0154479697220018,-0.8897876429370792,0.7599081823449174,0.7380227497102105,0.02188543263470688
0.8738496860270971,0.8303645883830596,0.48763845630194275,-0.04348509764403752,-0.38621122972515437,-0.34272613208111685,-0.12280090851185,-0.8693162882097587,-0.7465153796979087,0.7625334254288921,0.6987017283791742,0.06383169704971792
0.9101322991891054,0.8408618061911988,0.493395161063617,-0.06927049299790666,-0.4167371381254884,-0.34746664512758174,-0.2117574886701954,-0.9750835248246885,-0.7633260361544931,0.7566038320404879,0.7396556789221264,0.01694815311836151
0.8760084987733058,0.8252649075446581,0.5036343804432732,-0.05074359122864769,-0.37237411833003253,-0.32163052710138484,-0.1428349574521337,-0.843847962810579,-0.7010130053584454,0.746323031413813,0.7236154930936787,0.02270753832013428
0.8987176085326674,0.8518134789241725,0.47840546478075036,-0.04690412960849488,-0.420312143751917,-0.3734080141434221,-0.14254369933872102,-0.9662351881261901,-0.8236914887874691,0.7499686530284242,0.7359890484633027,0.013979604565121484
0.8657811037487428,0.8511470703554896,0.47692801754298103,-0.014634033393253199,-0.3888530862057618,-0.3742190528125086,-0.04199551099526433,-0.8667708824880387,-0.8247753714927744,0.7376739451987745,0.7248968492327011,0.012777095966073349
0.9162594592924054,0.8474969713338023,0.505561912240751,-0.06876248795860307,-0.4106975470516544,-0.34193505909305133,-0.21522760741321711,-0.9725150297957512,-0.7572874223825341,0.7693731092077283,0.7435057860369108,0.025867323170817524
0.8983121128171733,0.8063547802473487,0.47547013055335363,-0.09195733256982452,-0.42284198226381964,-0.3308846496939951,-0.2622053056106326,-0.9707692849992811,-0.7085639793886485,0.7485510546870804,0.7048736277248365,0.04367742696224386
0.8817580272005567,0.8370524972990467,0.49626656605908415,-0.04470552990151,-0.3854914611414726,-0.3407859312399626,-0.1289879877469664,-0.8762072552272857,-0.7472192674803193,0.7408586250308827,0.7358594353415754,0.004999189689307348
0.8915018381872167,0.8514070457315567,0.4799712680911714,-0.040094792455660055,-0.4115305700960453,-0.37143577764038527,-0.12013451381288576,-0.9395483608214907,-0.819413847008605,0.7511550944974762,0.7307650068424871,0.020390087654989064
0.9028446506095452,0.8441654833023671,0.49269801518089557,-0.05867916730717815,-0.41014663542864965,-0.3514674681214715,-0.17765256631535165,-0.9514427327820052,-0.7737901664666536,0.7397167339239816,0.7534220321378904,-0.013705298213908756
0.8711448126231641,0.8658998532904111,0.5074131791900147,-0.005244959332753041,-0.3637316334331494,-0.35848667410039636,-0.015521923967091844,-0.8216539680917232,-0.8061320441246314,0.7428887035730081,0.7534165264960521,-0.010527822923043995
0.8846869195569144,0.8567833101128944,0.5052070079317783,-0.027903609444019928,-0.37947991162513606,-0.35157630218111613,-0.08328435580257887,-0.8674461519653134,-0.7841617961627345,0.7615820790972034,0.7362027459705216,0.025379333126681836
0.9138682564091544,0.8388542666726313,0.46660418600893505,-0.07501398973652307,-0.4472640704002193,-0.37225008066369625,-0.23041980203408707,-1.0419030927161979,-0.8114832906821108,0.7666964335140997,0.7128547058797143,0.05384172763438533
0.8973035169639904,0.863505428500905,0.4982139403535035,-0.03379808846308541,-0.39908957661048683,-0.3652914881474014,-0.10440156882292362,-0.921932173713726,-0.8175306048908024,0.7529160687348373,0.7530991884774287,-0.00018311974259144215
0.8993701017722854,0.8303068701402102,0.48908739449842725,-0.06906323163207517,-0.4102827072738581,-0.34121947564178295,-0.20356249041693752,-0.9470254306379076,-0.74346294022097,0.7434430895041731,0.7357331547697754,0.007709934734397739
0.9139876675533705,0.8680728694012978,0.4808384343362411,-0.04591479815207267,-0.43314923321712934,-0.38723443506505667,-0.14812951192368695,-1.0138199751407901,-0.8656904632171032,0.7635305512207212,0.7450687629732184,0.018461788247502775
0.894865701196508,0.8533817534211048,0.4932497489588847,-0.04148394777540321,-0.4016159522376233,-0.3601320044622201,-0.1254582103888202,-0.9238719405380724,-0.7984137301492522,0.745747261974646,0.7485842070763525,-0.0028369451017065117
0.8870848138118304,0.8355342308658811,0.46826267985372483,-0.051550582945949275,-0.4188221339581055,-0.36727155101215625,-0.1497531917005288,-0.9489195319097943,-0.7991663402092655,0.7066371457034698,0.753950670650821,-0.04731352494735119
0.9169753145286712,0.8611324788140067,0.4761723685383756,-0.05584283571466453,-0.4408029459902956,-0.3849601102756311,-0.17915683614796718,-1.0339017742558063,-0.8547449381078391,0.7639735910143274,0.7388798502397083,0.025093740774619122
0.8989214462508576,0.8470887419141355,0.47992224726146127,-0.051832704336722046,-0.4189991989893963,-0.36716649465267426,-0.15643203160169517,-0.9638749118617795,-0.8074428802600844,0.752190958461128,0.7317639984898417,0.020426959971286296
0.8991618043034585,0.8275144656096575,0.4890478945470327,-0.07164733869380102,-0.4101139097564258,-0.3384665710626248,-0.2102855049653507,-0.9464123765518986,-0.7361268715865479,0.7625277863282426,0.7146216566451898,0.047906129683052745
0.8733606955086822,0.855272287737631,0.49045135383090527,-0.01808840777105125,-0.38290934167777696,-0.3648209339067257,-0.052847285769828556,-0.8622175734261097,-0.8093702876562812,0.7637086383268405,0.7156809197246383,0.04802771860220223
0.8962754162141715,0.8602925730709182,0.4922376510233686,-0.035982843143253285,-0.4040377651908029,-0.36805492204754964,-0.11033485430125944,-0.9305060456774468,-0.8201711913761873,0.752956608383216,0.7462471518224228,0.006709456560793137
0.905678061038412,0.8257332996989994,0.5026416180921853,-0.07994476133941253,-0.40303644294622665,-0.3230916816068141,-0.23695239083630915,-0.9411850666184518,-0.7042326757821427,0.7756400404162893,0.7137286121367754,0.0619114282795139
0.8900860162448722,0.8103936096521807,0.47949106128454017,-0.0796924065926915,-0.410594954960332,-0.3309025483676405,-0.22519433595245175,-0.9359701614784477,-0.7107758255259959,0.7237010363902147,0.7296127550641807,-0.005911718673966004
