item_key,y_ord,interface_cond,task_complexity,prob,SE,df,asymp.LCL,asymp.UCL,lower.CL,upper.CL,p.value.raw,p.value
r2,2,chatbot,easy,0.2265806676049427,0.028449458315455402,Inf,0.17082075392697657,0.28234058128290884,0.17082075392697657,0.28234058128290884,NA,NA
r2,3,chatbot,easy,0.11457622425773964,0.020434195796676404,Inf,0.07452593644321415,0.15462651207226513,0.07452593644321415,0.15462651207226513,NA,NA
r2,4,chatbot,easy,0.1115494077575939,0.022017552962447,Inf,0.06839579692349461,0.15470301859169316,0.06839579692349461,0.15470301859169316,NA,NA
r2,5,chatbot,easy,0.09451222704678686,0.024385080529305263,Inf,0.04671834744923963,0.14230610664433407,0.04671834744923963,0.14230610664433407,NA,NA
r2,6,chatbot,easy,0.044793352013010435,0.01720091216229003,Inf,0.011080183673684997,0.07850652035233588,0.011080183673684997,0.07850652035233588,NA,NA
r2,7,chatbot,easy,0.008401310010463958,0.005009234761981914,Inf,-0.0014166097131266611,0.018219229734054578,-0.0014166097131266611,0.018219229734054578,NA,NA
r2,1,dashboard,easy,0.27260536320417084,0.05599488894709561,Inf,0.16285739754954354,0.38235332885879814,0.16285739754954354,0.38235332885879814,NA,NA
r2,2,dashboard,easy,0.2159387147790419,0.029023938185687853,Inf,0.15905284124557692,0.2728245883125069,0.15905284124557692,0.2728245883125069,NA,NA
r2,3,dashboard,easy,0.12755291289723694,0.02054557070550008,Inf,0.0872843342726356,0.16782149152183828,0.0872843342726356,0.16782149152183828,NA,NA
r2,4,dashboard,easy,0.1406797601693011,0.02199840713469018,Inf,0.09756367446805939,0.1837958458705428,0.09756367446805939,0.1837958458705428,NA,NA
r2,5,dashboard,easy,0.1401686852344809,0.02692824932382904,Inf,0.08739028639306093,0.19294708407590086,0.08739028639306093,0.19294708407590086,NA,NA
r2,6,dashboard,easy,0.08241543377037003,0.024104086747602737,Inf,0.035172291864839465,0.12965857567590058,0.035172291864839465,0.12965857567590058,NA,NA
r2,7,dashboard,easy,0.020639129945398293,0.009838116121737598,Inf,0.0013567766710697315,0.039921483219726855,0.0013567766710697315,0.039921483219726855,NA,NA
r2,1,chatbot,mid,0.12084914669906463,0.036398329973395704,Inf,0.04950973085380432,0.19218856254432493,0.04950973085380432,0.19218856254432493,NA,NA
r2,2,chatbot,mid,0.15529232819251018,0.029113464396002153,Inf,0.09823098651115682,0.21235366987386356,0.09823098651115682,0.21235366987386356,NA,NA
r2,3,chatbot,mid,0.11732726180041268,0.02057430508190894,Inf,0.07700236483293177,0.1576521587678936,0.07700236483293177,0.1576521587678936,NA,NA
r2,4,chatbot,mid,0.15845798106092893,0.02203836904786792,Inf,0.11526357144910554,0.2016523906727523,0.11526357144910554,0.2016523906727523,NA,NA
r2,5,chatbot,mid,0.20579759700116998,0.027211642168703892,Inf,0.15246375839031895,0.259131435612021,0.15246375839031895,0.259131435612021,NA,NA
r2,6,chatbot,mid,0.1722328874773303,0.03495299805963154,Inf,0.10372627012875409,0.2407395048259065,0.10372627012875409,0.2407395048259065,NA,NA
r2,7,chatbot,mid,0.07004279776858335,0.025922125960101013,Inf,0.019236364484074606,0.1208492310530921,0.019236364484074606,0.1208492310530921,NA,NA
r2,1,dashboard,mid,0.09766490979200979,0.030453039794703048,Inf,0.037978048574626784,0.1573517710093928,0.037978048574626784,0.1573517710093928,NA,NA
r2,2,dashboard,mid,0.1385533715863058,0.027002842937430944,Inf,0.08562877194874939,0.19147797122386218,0.08562877194874939,0.19147797122386218,NA,NA
r2,3,dashboard,mid,0.1104076638450043,0.019867560573532905,Inf,0.07146796066021188,0.14934736702979673,0.07146796066021188,0.14934736702979673,NA,NA
r2,4,dashboard,mid,0.15592649573168238,0.02203687641822011,Inf,0.11273501162021095,0.19911797984315383,0.11273501162021095,0.19911797984315383,NA,NA
r2,5,dashboard,mid,0.21476677052071605,0.026361396578892207,Inf,0.16309938264390994,0.26643415839752216,0.16309938264390994,0.26643415839752216,NA,NA
r2,6,dashboard,mid,0.19439595485938205,0.03423012207364925,Inf,0.12730614840862003,0.26148576131014406,0.12730614840862003,0.26148576131014406,NA,NA
r2,7,dashboard,mid,0.08828483366489959,0.029138647326260446,Inf,0.031174134347214784,0.1453955329825844,0.031174134347214784,0.1453955329825844,NA,NA
r2,1,chatbot,hard,0.028203567132065926,0.012564837185330269,Inf,0.0035769387772089795,0.052830195486922873,0.0035769387772089795,0.052830195486922873,NA,NA
r2,2,chatbot,hard,0.06335759339202797,0.019269044351180164,Inf,0.025590960447209883,0.10112422633684606,0.025590960447209883,0.10112422633684606,NA,NA
r2,3,chatbot,hard,0.0654029956275582,0.016580619267102255,Inf,0.032905579022666887,0.09790041223244952,0.032905579022666887,0.09790041223244952,NA,NA
r2,4,chatbot,hard,0.1152801404065305,0.021960565422357907,Inf,0.07223822309857338,0.15832205771448765,0.07223822309857338,0.15832205771448765,NA,NA
r2,5,chatbot,hard,0.21284554251479648,0.027049304926403533,Inf,0.1598298790522037,0.26586120597738927,0.1598298790522037,0.26586120597738927,NA,NA
r2,6,chatbot,hard,0.2850394860450159,0.03431453920060555,Inf,0.21778422506574116,0.35229474702429064,0.21778422506574116,0.35229474702429064,NA,NA
r2,7,chatbot,hard,0.22987067488200497,0.05484172222703759,Inf,0.12238287446686154,0.3373584752971484,0.12238287446686154,0.3373584752971484,NA,NA
r2,1,dashboard,hard,0.03500251118129771,0.014433788828327498,Inf,0.006712804917319237,0.06329221744527619,0.006712804917319237,0.06329221744527619,NA,NA
r2,2,dashboard,hard,0.07336804290493404,0.02017760304970946,Inf,0.03382066763315795,0.11291541817671014,0.03382066763315795,0.11291541817671014,NA,NA
r2,3,dashboard,hard,0.07275870682279831,0.01697976371639203,Inf,0.039478981472669955,0.10603843217292666,0.039478981472669955,0.10603843217292666,NA,NA
r2,4,dashboard,hard,0.12385525657275107,0.02186914644628625,Inf,0.0809925171653979,0.16671799598010423,0.0809925171653979,0.16671799598010423,NA,NA
r2,5,dashboard,hard,0.21834496339755188,0.02646854828828643,Inf,0.1664675620294512,0.2702223647656526,0.1664675620294512,0.2702223647656526,NA,NA
r2,6,dashboard,hard,0.27485077095511573,0.03449706393219758,Inf,0.2072377680756328,0.3424637738345987,0.2072377680756328,0.3424637738345987,NA,NA
r2,7,dashboard,hard,0.20181974816555126,0.048980712978266026,Inf,0.10581931479105626,0.29782018154004625,0.10581931479105626,0.29782018154004625,NA,NA
r3,1,chatbot,easy,0.07340066982478931,0.02811386240183586,Inf,0.018298512050876292,0.12850282759870232,0.018298512050876292,0.12850282759870232,NA,NA
r3,2,chatbot,easy,0.0917108782946334,0.025222438988042394,Inf,0.04227580627581143,0.14114595031345537,0.04227580627581143,0.14114595031345537,NA,NA
r3,3,chatbot,easy,0.09133118950053062,0.02168321166027936,Inf,0.04883287557722414,0.1338295034238371,0.04883287557722414,0.1338295034238371,NA,NA
r3,4,chatbot,easy,0.15475664520268978,0.026239395179290817,Inf,0.10332837567516587,0.2061849147302137,0.10332837567516587,0.2061849147302137,NA,NA
r3,5,chatbot,easy,0.30980863196485553,0.031138951185698264,Inf,0.24877740912453614,0.3708398548051749,0.24877740912453614,0.3708398548051749,NA,NA
r3,6,chatbot,easy,0.19437722068972482,0.03903597230895632,Inf,0.1178681208626676,0.2708863205167821,0.1178681208626676,0.2708863205167821,NA,NA
r3,7,chatbot,easy,0.0846147645227765,0.032805680167229824,Inf,0.02031681290666612,0.14891271613888687,0.02031681290666612,0.14891271613888687,NA,NA
r3,1,dashboard,easy,0.152470757707952,0.04402825902957835,Inf,0.06617695570797802,0.23876455970792596,0.06617695570797802,0.23876455970792596,NA,NA
r3,2,dashboard,easy,0.13913602885781487,0.029556838601702152,Inf,0.08120568970161546,0.19706636801401428,0.08120568970161546,0.19706636801401428,NA,NA
r3,3,dashboard,easy,0.11766949370275952,0.02332922419034055,Inf,0.07194505450243144,0.1633939329030876,0.07194505450243144,0.1633939329030876,NA,NA
r3,4,dashboard,easy,0.17016885947455818,0.025270729026382357,Inf,0.12063914071977783,0.21969857822933853,0.12063914071977783,0.21969857822933853,NA,NA
r3,5,dashboard,easy,0.264505068455525,0.035867752109280913,Inf,0.1942055661149239,0.33480457079612613,0.1942055661149239,0.33480457079612613,NA,NA
r3,6,dashboard,easy,0.12010419064820232,0.032416683624797736,Inf,0.05656865824536944,0.1836397230510352,0.05656865824536944,0.1836397230510352,NA,NA
r3,7,dashboard,easy,0.03594560115318801,0.0168884299585983,Inf,0.0028448866789080735,0.06904631562746795,0.0028448866789080735,0.06904631562746795,NA,NA
r3,1,chatbot,mid,0.015926164584754463,0.008646977859952585,Inf,-0.0010216005958678318,0.03287392976537676,-0.0010216005958678318,0.03287392976537676,NA,NA
r3,2,chatbot,mid,0.03164784424327722,0.012860148171824574,Inf,0.0064424169906524414,0.056853271495902,0.0064424169906524414,0.056853271495902,NA,NA
r3,3,chatbot,mid,0.04102151503933396,0.014081177571369407,Inf,0.013422914139536744,0.06862011593913117,0.013422914139536744,0.06862011593913117,NA,NA
r3,4,chatbot,mid,0.0903230184059548,0.023068926695419437,Inf,0.04510875292093811,0.1355372838909715,0.04510875292093811,0.1355372838909715,NA,NA
r3,5,chatbot,mid,0.27761230262839903,0.03676119090949006,Inf,0.2055616924169973,0.3496629128398008,0.2055616924169973,0.3496629128398008,NA,NA
r3,6,chatbot,mid,0.2950717842854783,0.03273955616529488,Inf,0.23090343333167407,0.35924013523928255,0.23090343333167407,0.35924013523928255,NA,NA
r3,7,chatbot,mid,0.24839737081280222,0.06347775379742253,Inf,0.12398325955035344,0.372811482075251,0.12398325955035344,0.372811482075251,NA,NA
r3,1,dashboard,mid,0.06663992374064463,0.02506478401236913,Inf,0.017513849796125802,0.11576599768516346,0.017513849796125802,0.11576599768516346,NA,NA
r3,2,dashboard,mid,0.08627168012847526,0.02339469983873466,Inf,0.040418911015430325,0.1321244492415202,0.040418911015430325,0.1321244492415202,NA,NA
r3,3,dashboard,mid,0.08758430116969768,0.020745772819500675,Inf,0.04692333361202639,0.12824526872736897,0.04692333361202639,0.12824526872736897,NA,NA
r3,4,dashboard,mid,0.1512333104464998,0.025872256084194637,Inf,0.10052462032268103,0.20194200057031855,0.10052462032268103,0.20194200057031855,NA,NA
r3,5,dashboard,mid,0.3121122832834509,0.030686291952804125,Inf,0.2519682562368736,0.37225631033002826,0.2519682562368736,0.37225631033002826,NA,NA
r3,6,dashboard,mid,0.20345899836645592,0.03729844111665772,Inf,0.1303553970983189,0.27656259963459295,0.1303553970983189,0.27656259963459295,NA,NA
r3,7,dashboard,mid,0.0926995028647758,0.03358356438359745,Inf,0.026876926200442713,0.15852207952910888,0.026876926200442713,0.15852207952910888,NA,NA
r3,1,chatbot,hard,0.0033441244042990217,0.0023283959137105795,Inf,-0.0012194477283239448,0.007907696536921988,-0.0012194477283239448,0.007907696536921988,NA,NA
r3,2,chatbot,hard,0.0093844046807526,0.005090906621367598,Inf,-5.935889457843787e-4,0.01936239830728958,-5.935889457843787e-4,0.01936239830728958,NA,NA
r3,3,chatbot,hard,0.015023572324923573,0.006953797005528868,Inf,0.0013943806382845213,0.028652764011562623,0.0013943806382845213,0.028652764011562623,NA,NA
r3,4,chatbot,hard,0.04104042738325813,0.014981459717579785,Inf,0.01167730590096415,0.07040354886555211,0.01167730590096415,0.07040354886555211,NA,NA
r3,5,chatbot,hard,0.1812297597314087,0.03959341266327098,Inf,0.1036280968863655,0.2588314225764519,0.1036280968863655,0.2588314225764519,NA,NA
r3,6,chatbot,hard,0.295473135840011,0.03376585553176691,Inf,0.2292932750905653,0.3616529965894567,0.2292932750905653,0.3616529965894567,NA,NA
r3,7,chatbot,hard,0.45450457563534696,0.07824802685208283,Inf,0.3011412611439416,0.6078678901267524,0.3011412611439416,0.6078678901267524,NA,NA
r3,1,dashboard,hard,0.012184446698479534,0.006624203366631633,Inf,-7.987533263874389e-4,0.02516764672334651,-7.987533263874389e-4,0.02516764672334651,NA,NA
r3,2,dashboard,hard,0.02586198395482385,0.010510897289716974,Inf,0.005261003821778919,0.04646296408786878,0.005261003821778919,0.04646296408786878,NA,NA
r3,3,dashboard,hard,0.03486939541841698,0.012018852985900634,Inf,0.011312876430570051,0.05842591440626391,0.011312876430570051,0.05842591440626391,NA,NA
r3,4,dashboard,hard,0.07989854569630317,0.020949336741139756,Inf,0.038838600183667554,0.12095849120893878,0.038838600183667554,0.12095849120893878,NA,NA
r3,5,dashboard,hard,0.2624175129759701,0.03750007304882043,Inf,0.18891872038266094,0.33591630556927926,0.18891872038266094,0.33591630556927926,NA,NA
r3,6,dashboard,hard,0.301988546359104,0.031673593702227255,Inf,0.23990944344178392,0.3640676492764241,0.23990944344178392,0.3640676492764241,NA,NA
r3,7,dashboard,hard,0.28277956889690237,0.06433840990279723,Inf,0.15667860266484468,0.40888053512896005,0.15667860266484468,0.40888053512896005,NA,NA
