y_ord,interface_cond,task_complexity,prob,SE,df,asymp.LCL,asymp.UCL,lower.CL,upper.CL,p.value.raw,p.value
6,chatbot,mid,0.09555890977277018,0.020859309326644454,Inf,0.054675414750166615,0.13644240479537373,0.054675414750166615,0.13644240479537373,NA,NA
7,chatbot,mid,0.07262641732121117,0.01818546487612857,Inf,0.036983561121881024,0.1082692735205413,0.036983561121881024,0.1082692735205413,NA,NA
8,chatbot,mid,0.05027776229270653,0.014711893275176337,Inf,0.021442981328963898,0.07911254325644916,0.021442981328963898,0.07911254325644916,NA,NA
9,chatbot,mid,0.05857120222577744,0.017986753746932625,Inf,0.023317812682998637,0.09382459176855625,0.023317812682998637,0.09382459176855625,NA,NA
10,chatbot,mid,0.019089106476101292,0.0076985287654782264,Inf,0.004000267361818367,0.034177945590384215,0.004000267361818367,0.034177945590384215,NA,NA
11,chatbot,mid,0.02119883691275498,0.008866767152157359,Inf,0.0038202926352237793,0.038577381190286184,0.0038202926352237793,0.038577381190286184,NA,NA
12,chatbot,mid,0.012207208251647561,0.005895136331197623,Inf,6.529533585466346e-4,0.023761463144748488,6.529533585466346e-4,0.023761463144748488,NA,NA
13,chatbot,mid,0.008044353890567624,0.004481272804297993,Inf,-7.387794107552512e-4,0.0168274871918905,-7.387794107552512e-4,0.0168274871918905,NA,NA
14,chatbot,mid,0.0016320358593505668,0.0011517788075038093,Inf,-6.254091215133904e-4,0.003889480840214524,-6.254091215133904e-4,0.003889480840214524,NA,NA
15,chatbot,mid,7.086858943311514e-4,5.806571026372189e-4,Inf,-4.29381114205175e-4,0.0018467529028674777,-4.29381114205175e-4,0.0018467529028674777,NA,NA
16,chatbot,mid,9.87892607390295e-5,1.0378055853923907e-4,Inf,-1.0461689629332979e-4,3.021954177713888e-4,-1.0461689629332979e-4,3.021954177713888e-4,NA,NA
17,chatbot,mid,1.4768173135559781e-5,1.9702894299814428e-5,Inf,-2.3848790083276018e-5,5.338513635439558e-5,-2.3848790083276018e-5,5.338513635439558e-5,NA,NA
18,chatbot,mid,4.472684364487112e-6,7.123761511648069e-6,Inf,-9.489631632795714e-6,1.8435000361769936e-5,-9.489631632795714e-6,1.8435000361769936e-5,NA,NA
19,chatbot,mid,2.0460603766814245e-7,5.09326007757365e-7,Inf,-7.936545939258609e-7,1.2028666692621457e-6,-7.936545939258609e-7,1.2028666692621457e-6,NA,NA
1,dashboard,mid,0.0025992711813964445,0.0020888123565214515,Inf,-0.0014947258078478382,0.006693268170640728,-0.0014947258078478382,0.006693268170640728,NA,NA
2,dashboard,mid,0.02526563928603234,0.012366235999313212,Inf,0.0010282621030557638,0.04950301646900891,0.0010282621030557638,0.04950301646900891,NA,NA
3,dashboard,mid,0.057901000912360494,0.0200537754309154,Inf,0.018596323313712117,0.09720567851100886,0.018596323313712117,0.09720567851100886,NA,NA
4,dashboard,mid,0.09468240758057217,0.024266624892038433,Inf,0.04712069676583367,0.14224411839531068,0.04712069676583367,0.14224411839531068,NA,NA
5,dashboard,mid,0.12590789037030098,0.024917476351949255,Inf,0.07707053413485196,0.17474524660575,0.07707053413485196,0.17474524660575,NA,NA
6,dashboard,mid,0.10403636833351929,0.02085488691839419,Inf,0.06316154107181117,0.14491119559522742,0.06316154107181117,0.14491119559522742,NA,NA
7,dashboard,mid,0.10094535819496699,0.01994016392602471,Inf,0.06186335505413376,0.1400273613358002,0.06186335505413376,0.1400273613358002,NA,NA
8,dashboard,mid,0.08688620776962949,0.018485090616690222,Inf,0.050656095909957365,0.12311631962930161,0.050656095909957365,0.12311631962930161,NA,NA
9,dashboard,mid,0.13141576349373782,0.02347688521286717,Inf,0.08540191400733721,0.17742961298013843,0.08540191400733721,0.17742961298013843,NA,NA
10,dashboard,mid,0.0552143109677741,0.015058967476806878,Inf,0.025699277068872612,0.08472934486667559,0.025699277068872612,0.08472934486667559,NA,NA
11,dashboard,mid,0.0756209391177263,0.018983881254238253,Inf,0.03841321557263426,0.11282866266281834,0.03841321557263426,0.11282866266281834,NA,NA
12,dashboard,mid,0.05720467345009844,0.01687850099123462,Inf,0.02412341939425499,0.09028592750594189,0.02412341939425499,0.09028592750594189,NA,NA
13,dashboard,mid,0.05322049130006684,0.018208861918775156,Inf,0.01753177773980464,0.08890920486032905,0.01753177773980464,0.08890920486032905,NA,NA
14,dashboard,mid,0.016162964062745755,0.007662725633202237,Inf,0.0011442977982574938,0.031181630327234016,0.0011442977982574938,0.031181630327234016,NA,NA
15,dashboard,mid,0.010032405661882349,0.005604253977135129,Inf,-9.517302935178606e-4,0.021016541617282558,-9.517302935178606e-4,0.021016541617282558,NA,NA
16,dashboard,mid,0.0022073386950575147,0.0016713949930290618,Inf,-0.0010685352952200205,0.00548321268533505,-0.0010685352952200205,0.00548321268533505,NA,NA
17,dashboard,mid,0.00047586368350494013,4.830388609168764e-4,Inf,-4.7087508702538966e-4,0.00142260245403527,-4.7087508702538966e-4,0.00142260245403527,NA,NA
18,dashboard,mid,2.0423091153232154e-4,2.5002545331543886e-4,Inf,-2.858099721842392e-4,6.942717952488823e-4,-2.858099721842392e-4,6.942717952488823e-4,NA,NA
19,dashboard,mid,1.687502709546429e-5,3.39422840769001e-5,Inf,-4.965062724828725e-5,8.340068143921583e-5,-4.965062724828725e-5,8.340068143921583e-5,NA,NA
1,chatbot,hard,9.910837610782736e-4,8.956369110524617e-4,Inf,-7.643323278092547e-4,0.002746499849965802,-7.643323278092547e-4,0.002746499849965802,NA,NA
2,chatbot,hard,0.012509929463097183,0.007268383736686925,Inf,-0.0017358408866258463,0.026755699812820215,-0.0017358408866258463,0.026755699812820215,NA,NA
3,chatbot,hard,0.03439581096994611,0.014636439600366999,Inf,0.005708916491330977,0.06308270544856123,0.005708916491330977,0.06308270544856123,NA,NA
4,chatbot,hard,0.06487483912903508,0.02092277834344462,Inf,0.02386694711936902,0.10588273113870114,0.02386694711936902,0.10588273113870114,NA,NA
5,chatbot,hard,0.09780146287842717,0.024249127516337742,Inf,0.05027404628988599,0.14532887946696835,0.05027404628988599,0.14532887946696835,NA,NA
6,chatbot,hard,0.08930797250425065,0.020330777792647,Inf,0.049460380252975805,0.1291555647555255,0.049460380252975805,0.1291555647555255,NA,NA
7,chatbot,hard,0.0937895892737081,0.019648912471437047,Inf,0.055278428494311596,0.1323007500531046,0.055278428494311596,0.1323007500531046,NA,NA
8,chatbot,hard,0.08662181812064822,0.018453193292374263,Inf,0.050454223867838564,0.12278941237345786,0.050454223867838564,0.12278941237345786,NA,NA
9,chatbot,hard,0.1427860797958862,0.023468143027713596,Inf,0.09678936467753278,0.1887827949142396,0.09678936467753278,0.1887827949142396,NA,NA
10,chatbot,hard,0.06505126848047099,0.01664987860746773,Inf,0.03241810606287034,0.09768443089807163,0.03241810606287034,0.09768443089807163,NA,NA
11,chatbot,hard,0.09544928938851058,0.021655558665547962,Inf,0.05300517433894231,0.13789340443807885,0.05300517433894231,0.13789340443807885,NA,NA
12,chatbot,hard,0.07890146298593353,0.02106918284096457,Inf,0.037606623433953684,0.12019630253791339,0.037606623433953684,0.12019630253791339,NA,NA
13,chatbot,hard,0.08228818999187193,0.024974739043532136,Inf,0.03333860094326264,0.13123777904048123,0.03333860094326264,0.13123777904048123,NA,NA
14,chatbot,hard,0.028430632198632844,0.012032348808769173,Inf,0.004847661884021848,0.05201360251324384,0.004847661884021848,0.05201360251324384,NA,NA
15,chatbot,hard,0.019860552075130267,0.009829496122320038,Inf,5.950936892068805e-4,0.039126010461053656,5.950936892068805e-4,0.039126010461053656,NA,NA
16,chatbot,hard,0.0050615157593564275,0.003464454266417964,Inf,-0.001728689828908914,0.011851721347621769,-0.001728689828908914,0.011851721347621769,NA,NA
17,chatbot,hard,0.001227411092130759,0.0011423419499332122,Inf,-0.0010115379877675941,0.0034663601720291122,-0.0010115379877675941,0.0034663601720291122,NA,NA
18,chatbot,hard,5.916828941384122e-4,6.588577107176503e-4,Inf,-6.996544898046917e-4,0.0018830202780815162,-6.996544898046917e-4,0.0018830202780815162,NA,NA
19,chatbot,hard,5.940923774727658e-5,1.1040175011119973e-4,Inf,-1.5697421630086575e-4,2.757926917954189e-4,-1.5697421630086575e-4,2.757926917954189e-4,NA,NA
1,dashboard,hard,5.3512156653025e-5,6.219984151579958e-5,Inf,-6.83972925620414e-5,1.754216058680914e-4,-6.83972925620414e-5,1.754216058680914e-4,NA,NA
2,dashboard,hard,0.0013301034660329189,0.0010502525925495702,Inf,-7.283537900340583e-4,0.003388560722099896,-7.283537900340583e-4,0.003388560722099896,NA,NA
3,dashboard,hard,0.005829733299427886,0.003539882542818629,Inf,-0.0011083089939986903,0.012767775592854462,-0.0011083089939986903,0.012767775592854462,NA,NA
4,dashboard,hard,0.015934965654427535,0.0076710548982825,Inf,8.99974330364272e-4,0.0309699569784908,8.99974330364272e-4,0.0309699569784908,NA,NA
5,dashboard,hard,0.033322990339715794,0.012775475209824963,Inf,0.008283519043074582,0.058362461636357006,0.008283519043074582,0.058362461636357006,NA,NA
6,dashboard,hard,0.039415004206459534,0.013140538550904553,Inf,0.013660021909226463,0.0651699865036926,0.013660021909226463,0.0651699865036926,NA,NA
7,dashboard,hard,0.05089864776836833,0.014902459019746187,Inf,0.021690364808581733,0.08010693072815493,0.021690364808581733,0.08010693072815493,NA,NA
8,dashboard,hard,0.05650341260649862,0.015211037938738218,Inf,0.02669032607909934,0.0863164991338979,0.02669032607909934,0.0863164991338979,NA,NA
9,dashboard,hard,0.11700926882865434,0.02284745850835766,Inf,0.07222907301400011,0.16178946464330857,0.07222907301400011,0.16178946464330857,NA,NA
10,dashboard,hard,0.06566643084047645,0.016501252735373624,Inf,0.0333245697793511,0.09800829190160179,0.0333245697793511,0.09800829190160179,NA,NA
11,dashboard,hard,0.11562399827447942,0.02221736448120042,Inf,0.07207876405992719,0.15916923248903164,0.07207876405992719,0.15916923248903164,NA,NA
12,dashboard,hard,0.12059777482089348,0.024247712098637048,Inf,0.07307313240006874,0.16812241724171822,0.07307313240006874,0.16812241724171822,NA,NA
13,dashboard,hard,0.1705328317358022,0.03335044605252526,Inf,0.10516715860450668,0.2358985048670977,0.10516715860450668,0.2358985048670977,NA,NA
14,dashboard,hard,0.08218152219589925,0.024752753644002253,Inf,0.03366701653546226,0.13069602785633624,0.03366701653546226,0.13069602785633624,NA,NA
15,dashboard,hard,0.07864406745109259,0.026584499173284367,Inf,0.026539406524420404,0.13074872837776477,0.026539406524420404,0.13074872837776477,NA,NA
16,dashboard,hard,0.029359756966384154,0.014802887829982866,Inf,3.466299524314681e-4,0.05837288398033684,3.466299524314681e-4,0.05837288398033684,NA,NA
17,dashboard,hard,0.009659334251816198,0.007100006432682968,Inf,-0.004256422646245124,0.02357509114987752,-0.004256422646245124,0.02357509114987752,NA,NA
18,dashboard,hard,0.006361108381410352,0.005468224119399503,Inf,-0.004356413952005924,0.017078630714826626,-0.004356413952005924,0.017078630714826626,NA,NA
19,dashboard,hard,0.0010755367555079776,0.0015921611377515948,Inf,-0.0020450417320694633,0.004196115243085418,-0.0020450417320694633,0.004196115243085418,NA,NA
