y_ord,interface_cond,dl_ord,prob,SE,df,asymp.LCL,asymp.UCL,lower.CL,upper.CL,p.value.raw,p.value
18,chatbot,low,8.206919656811307e-5,1.3522351643460674e-4,Inf,-1.8296402550657616e-4,3.471024186428023e-4,-1.8296402550657616e-4,3.471024186428023e-4,NA,NA
19,chatbot,low,6.248607526293526e-6,1.5206204158272022e-5,Inf,-2.355500496548284e-5,3.605222001806989e-5,-2.355500496548284e-5,3.605222001806989e-5,NA,NA
1,dashboard,low,4.946676644877004e-4,7.096038877695283e-4,Inf,-8.961303988301774e-4,0.0018854657278055782,-8.961303988301774e-4,0.0018854657278055782,NA,NA
2,dashboard,low,0.005448858097056634,0.005723135870085281,Inf,-0.0057682820869398195,0.01666599828105309,-0.0057682820869398195,0.01666599828105309,NA,NA
3,dashboard,low,0.015197621675185829,0.012473036117967646,Inf,-0.00924907989389804,0.0396443232442697,-0.00924907989389804,0.0396443232442697,NA,NA
4,dashboard,low,0.030483522724474653,0.01985206647200969,Inf,-0.008425812579359461,0.06939285802830877,-0.008425812579359461,0.06939285802830877,NA,NA
5,dashboard,low,0.05032445299598586,0.025588972946826688,Inf,1.7098761883579255e-4,0.10047791837313594,1.7098761883579255e-4,0.10047791837313594,NA,NA
6,dashboard,low,0.04986444277363373,0.020833951222920147,Inf,0.00903064872104603,0.09069823682622143,0.00903064872104603,0.09069823682622143,NA,NA
7,dashboard,low,0.056805863024569934,0.019736672027714983,Inf,0.018122696675569455,0.09548902937357041,0.018122696675569455,0.09548902937357041,NA,NA
8,dashboard,low,0.057766828001683715,0.01732306512754022,Inf,0.023814244249863135,0.09171941175350429,0.023814244249863135,0.09171941175350429,NA,NA
9,dashboard,low,0.10869083457918516,0.022342173156514124,Inf,0.06490097985605991,0.1524806893023104,0.06490097985605991,0.1524806893023104,NA,NA
10,dashboard,low,0.05636701365035522,0.01402336323614486,Inf,0.028881726765388242,0.0838523005353222,0.028881726765388242,0.0838523005353222,NA,NA
11,dashboard,low,0.09425133022158194,0.017976549133903393,Inf,0.0590179413528166,0.12948471909034728,0.0590179413528166,0.12948471909034728,NA,NA
12,dashboard,low,0.09584673111165028,0.02026126847572787,Inf,0.056135374618126906,0.13555808760517365,0.056135374618126906,0.13555808760517365,NA,NA
13,dashboard,low,0.1385156181416739,0.03248807885434618,Inf,0.0748401536602581,0.2021910826230897,0.0748401536602581,0.2021910826230897,NA,NA
14,dashboard,low,0.07334352688796178,0.026125208287849967,Inf,0.022139059555168525,0.12454799422075503,0.022139059555168525,0.12454799422075503,NA,NA
15,dashboard,low,0.08540371284590975,0.03576594205610671,Inf,0.01530375454279416,0.15550367114902536,0.01530375454279416,0.15550367114902536,NA,NA
16,dashboard,low,0.04204052412509335,0.024815939765996085,Inf,-0.0065978240587743,0.09067887230896099,-0.0065978240587743,0.09067887230896099,NA,NA
17,dashboard,low,0.017806925211367897,0.014382830605518222,Inf,-0.01038290477118823,0.04599675519392402,-0.01038290477118823,0.04599675519392402,NA,NA
18,dashboard,low,0.016725086292573854,0.015367668781650263,Inf,-0.013394991045801188,0.0468451636309489,-0.013394991045801188,0.0468451636309489,NA,NA
19,dashboard,low,0.004622439975568771,0.006743962293778788,Inf,-0.008595483233333782,0.017840363184471325,-0.008595483233333782,0.017840363184471325,NA,NA
1,chatbot,medium,0.029416767533724287,0.013823588803162885,Inf,0.00232303134243389,0.056510503725014684,0.00232303134243389,0.056510503725014684,NA,NA
2,chatbot,medium,0.09646424508739782,0.026395283547032092,Inf,0.04473043997349228,0.14819805020130336,0.04473043997349228,0.14819805020130336,NA,NA
3,chatbot,medium,0.11883988978766623,0.024205283451010008,Inf,0.07139840598810324,0.16628137358722922,0.07139840598810324,0.16628137358722922,NA,NA
4,chatbot,medium,0.12999573706777545,0.022038370374064066,Inf,0.08680132485665537,0.17319014927889553,0.08680132485665537,0.17319014927889553,NA,NA
5,chatbot,medium,0.12944943558740565,0.02056565695644232,Inf,0.0891414886343731,0.1697573825404382,0.0891414886343731,0.1697573825404382,NA,NA
6,chatbot,medium,0.0878433546198912,0.01694051163234372,Inf,0.05464056194081568,0.12104614729896673,0.05464056194081568,0.12104614729896673,NA,NA
7,chatbot,medium,0.07572190525074317,0.01536183088835103,Inf,0.04561326997298021,0.10583054052850613,0.04561326997298021,0.10583054052850613,NA,NA
8,chatbot,medium,0.06083774743144296,0.013581357797668026,Inf,0.03421877528686141,0.08745671957602452,0.03421877528686141,0.08745671957602452,NA,NA
9,chatbot,medium,0.08696364990695427,0.016742957543532153,Inf,0.05414805612694804,0.1197792436869605,0.05414805612694804,0.1197792436869605,NA,NA
10,chatbot,medium,0.03526034532672906,0.009843136860105383,Inf,0.01596815158602384,0.05455253906743428,0.01596815158602384,0.05455253906743428,NA,NA
11,chatbot,medium,0.0480093325638031,0.012153551851192124,Inf,0.024188808651226443,0.07182985647637977,0.024188808651226443,0.07182985647637977,NA,NA
12,chatbot,medium,0.03746837087933444,0.010734193332264629,Inf,0.016429738545005783,0.058507003213663096,0.016429738545005783,0.058507003213663096,NA,NA
13,chatbot,medium,0.0376140516993021,0.011828084788768975,Inf,0.014431431507228861,0.06079667189137533,0.014431431507228861,0.06079667189137533,NA,NA
14,chatbot,medium,0.012970324717618886,0.005513816209096712,Inf,0.0021634435304161617,0.02377720590482161,0.0021634435304161617,0.02377720590482161,NA,NA
15,chatbot,medium,0.009546172634362027,0.004680005500677502,Inf,3.7353040558478143e-4,0.018718814863139272,3.7353040558478143e-4,0.018718814863139272,NA,NA
16,chatbot,medium,0.002567441968723494,0.001728355946271235,Inf,-8.200734384337703e-4,0.005954957375880758,-8.200734384337703e-4,0.005954957375880758,NA,NA
17,chatbot,medium,6.514473707401325e-4,5.964667573274133e-4,Inf,-5.176059915969896e-4,0.0018205007330772546,-5.176059915969896e-4,0.0018205007330772546,NA,NA
18,chatbot,medium,3.4519648107611545e-4,3.741039579165032e-4,Inf,-3.8803380291411874e-4,0.0010784267650663496,-3.8803380291411874e-4,0.0010784267650663496,NA,NA
19,chatbot,medium,3.458408530954138e-5,6.415230292998763e-5,Inf,-9.115211795853774e-5,1.603202885776205e-4,-9.115211795853774e-5,1.603202885776205e-4,NA,NA
1,dashboard,medium,0.004017772058329587,0.002614923404924419,Inf,-0.0011073836376531213,0.009142927754312295,-0.0011073836376531213,0.009142927754312295,NA,NA
2,dashboard,medium,0.02569327600584087,0.010375153577727229,Inf,0.005358348659423619,0.04602820335225812,0.005358348659423619,0.04602820335225812,NA,NA
3,dashboard,medium,0.04934047741705427,0.014611691991271845,Inf,0.02070208736096911,0.07797886747313942,0.02070208736096911,0.07797886747313942,NA,NA
4,dashboard,medium,0.07438541556290142,0.01725721814840257,Inf,0.04056188951868139,0.10820894160712144,0.04056188951868139,0.10820894160712144,NA,NA
5,dashboard,medium,0.09623261933251717,0.01844898135509577,Inf,0.06007328032507851,0.13239195833995582,0.06007328032507851,0.13239195833995582,NA,NA
6,dashboard,medium,0.07921272983954204,0.015957407956148598,Inf,0.04793678495887788,0.11048867472020621,0.04793678495887788,0.11048867472020621,NA,NA
7,dashboard,medium,0.07852113393265386,0.015619825759238083,Inf,0.04790683799975622,0.1091354298655515,0.04790683799975622,0.1091354298655515,NA,NA
8,dashboard,medium,0.07097065967747848,0.014926790640756419,Inf,0.041714687616826354,0.10022663173813061,0.041714687616826354,0.10022663173813061,NA,NA
9,dashboard,medium,0.11645105947202142,0.018886195245667488,Inf,0.07943479698552156,0.15346732195852128,0.07943479698552156,0.15346732195852128,NA,NA
10,dashboard,medium,0.053671535381885,0.013242630339784041,Inf,0.02771645685533087,0.07962661390843914,0.02771645685533087,0.07962661390843914,NA,NA
11,dashboard,medium,0.08158131663823368,0.016417949127583615,Inf,0.049402727648159,0.11375990562830834,0.049402727648159,0.11375990562830834,NA,NA
12,dashboard,medium,0.07383160143015027,0.01608718744423543,Inf,0.04230129342690388,0.10536190943339667,0.04230129342690388,0.10536190943339667,NA,NA
13,dashboard,medium,0.0915479587112053,0.019564737992556896,Inf,0.05320177687883132,0.12989414054357928,0.05320177687883132,0.12989414054357928,NA,NA
14,dashboard,medium,0.040787660012069515,0.012656085448155123,Inf,0.01598218834842401,0.06559313167571502,0.01598218834842401,0.06559313167571502,NA,NA
15,dashboard,medium,0.039273694012422866,0.013217149552704926,Inf,0.01336855691084153,0.0651788311140042,0.01336855691084153,0.0651788311140042,NA,NA
16,dashboard,medium,0.015015890106037155,0.007410789647969503,Inf,4.910092990146678e-4,0.029540770913059643,4.910092990146678e-4,0.029540770913059643,NA,NA
17,dashboard,medium,0.00510870937889818,0.0036833053791835,Inf,-0.0021104365083641262,0.012327855266160485,-0.0021104365083641262,0.012327855266160485,NA,NA
18,dashboard,medium,0.0037113440076993465,0.0030715314457242394,Inf,-0.002308747003302405,0.009731435018701098,-0.002308747003302405,0.009731435018701098,NA,NA
19,dashboard,medium,6.451470230595113e-4,9.46457045115936e-4,Inf,-0.001209874698281924,0.002500168744400947,-0.001209874698281924,0.002500168744400947,NA,NA
1,chatbot,high,0.08341365097304433,0.03977816663141918,Inf,0.005449877004429796,0.16137742494165885,0.005449877004429796,0.16137742494165885,NA,NA
2,chatbot,high,0.17141790093274228,0.044453429814414976,Inf,0.0842907795072099,0.2585450223582747,0.0842907795072099,0.2585450223582747,NA,NA
3,chatbot,high,0.15834604517690423,0.028364326125205928,Inf,0.10275298752575208,0.2139391028280564,0.10275298752575208,0.2139391028280564,NA,NA
4,chatbot,high,0.14278925302000622,0.022611233201990898,Inf,0.0984720502980678,0.18710645574194465,0.0984720502980678,0.18710645574194465,NA,NA
5,chatbot,high,0.12223665332878736,0.021357288198792408,Inf,0.08037713765171192,0.1640961690058628,0.08037713765171192,0.1640961690058628,NA,NA
6,chatbot,high,0.0741552505716434,0.01688647585065715,Inf,0.041058366078550027,0.10725213506473678,0.041058366078550027,0.10725213506473678,NA,NA
7,chatbot,high,0.05879045866341151,0.01505174986060392,Inf,0.029289571032322055,0.08829134629450097,0.029289571032322055,0.08829134629450097,NA,NA
8,chatbot,high,0.04381359719734046,0.012781712980788496,Inf,0.018761900094266912,0.068865294300414,0.018761900094266912,0.068865294300414,NA,NA
9,chatbot,high,0.05694906861850818,0.01706269515024424,Inf,0.02350680064484323,0.09039133659217313,0.02350680064484323,0.09039133659217313,NA,NA
10,chatbot,high,0.02094359016084757,0.008202575523617212,Inf,0.0048668375540880625,0.03702034276760707,0.0048668375540880625,0.03702034276760707,NA,NA
11,chatbot,high,0.026134320025459068,0.010533551537940247,Inf,0.005488938381799691,0.04677970166911845,0.005488938381799691,0.04677970166911845,NA,NA
12,chatbot,high,0.01807236969802184,0.008447192089621894,Inf,0.0015161774318712892,0.03462856196417239,0.0015161774318712892,0.03462856196417239,NA,NA
13,chatbot,high,0.015327725667645065,0.008354587571500694,Inf,-0.0010469650781822458,0.03170241641347238,-0.0010469650781822458,0.03170241641347238,NA,NA
14,chatbot,high,0.004308109257040116,0.0029575470122257513,Inf,-0.0014885763695063978,0.01010479488358663,-0.0014885763695063978,0.01010479488358663,NA,NA
15,chatbot,high,0.0026000903048088997,0.0020746022679662725,Inf,-0.0014660554226501076,0.006666236032267907,-0.0014660554226501076,0.006666236032267907,NA,NA
16,chatbot,high,5.401004749466254e-4,5.496995538845001e-4,Inf,-5.372908529847292e-4,0.00161749180287798,-5.372908529847292e-4,0.00161749180287798,NA,NA
17,chatbot,high,1.1099683846055308e-4,1.409535822169662e-4,Inf,-1.6526710617660606e-4,3.872607830977122e-4,-1.6526710617660606e-4,3.872607830977122e-4,NA,NA
18,chatbot,high,4.7532867952670976e-5,7.039372501066136e-5,Inf,-9.04362978058417e-5,1.8550203371118365e-4,-9.04362978058417e-5,1.8550203371118365e-4,NA,NA
19,chatbot,high,3.2862224296215103e-6,7.576289349829118e-6,Inf,-1.156303183249794e-5,1.813547669174096e-5,-1.156303183249794e-5,1.813547669174096e-5,NA,NA
1,dashboard,high,0.00452912898051019,0.00367330999183491,Inf,-0.0026704263075373515,0.011728684268557731,-0.0026704263075373515,0.011728684268557731,NA,NA
2,dashboard,high,0.02796830598706934,0.014856248458384338,Inf,-0.0011494059367426583,0.05708601791088133,-0.0011494059367426583,0.05708601791088133,NA,NA
3,dashboard,high,0.052446802532734656,0.02041775211778539,Inf,0.012428743736608884,0.09246486132886042,0.012428743736608884,0.09246486132886042,NA,NA
4,dashboard,high,0.0776748836064985,0.02271435167307191,Inf,0.03315557239510045,0.12219419481789656,0.03315557239510045,0.12219419481789656,NA,NA
5,dashboard,high,0.09900240780702252,0.022168114713727434,Inf,0.05555370136296431,0.14245111425108073,0.05555370136296431,0.14245111425108073,NA,NA
6,dashboard,high,0.08058771096908954,0.017127969257512445,Inf,0.0470175080960559,0.11415791384212318,0.0470175080960559,0.11415791384212318,NA,NA
7,dashboard,high,0.07923283242164103,0.015966222681498405,Inf,0.047939610996757635,0.11052605384652442,0.047939610996757635,0.11052605384652442,NA,NA
8,dashboard,high,0.07112472230720393,0.014959739697274802,Inf,0.041804171282451195,0.10044527333195666,0.041804171282451195,0.10044527333195666,NA,NA
9,dashboard,high,0.11578976215252273,0.01912418745935901,Inf,0.07830704349858653,0.15327248080645894,0.07830704349858653,0.15327248080645894,NA,NA
10,dashboard,high,0.05299863816296384,0.013490943283390046,Inf,0.02655687521004681,0.07944040111588087,0.02655687521004681,0.07944040111588087,NA,NA
11,dashboard,high,0.08010139627203683,0.01757101152317632,Inf,0.04566284651467297,0.11453994602940068,0.04566284651467297,0.11453994602940068,NA,NA
12,dashboard,high,0.071965461290696,0.017856367941705514,Inf,0.03696762323025759,0.10696329935113441,0.03696762323025759,0.10696329935113441,NA,NA
13,dashboard,high,0.0883325235156528,0.023636788778106096,Inf,0.04200526880038435,0.13465977823092123,0.04200526880038435,0.13465977823092123,NA,NA
14,dashboard,high,0.038881256304695466,0.014603458792862867,Inf,0.010259003020969479,0.06750350958842145,0.010259003020969479,0.06750350958842145,NA,NA
15,dashboard,high,0.036945518558252566,0.015970844459695054,Inf,0.005643238614559211,0.06824779850194593,0.005643238614559211,0.06824779850194593,NA,NA
16,dashboard,high,0.013880576092992536,0.008362033326577515,Inf,-0.0025087080646230484,0.03026986025060812,-0.0025087080646230484,0.03026986025060812,NA,NA
17,dashboard,high,0.004652748309558086,0.003851218690444837,Inf,-0.0028955016203013042,0.012200998239417477,-0.0028955016203013042,0.012200998239417477,NA,NA
18,dashboard,high,0.003324217373632421,0.003173980727159336,Inf,-0.0028966705392241285,0.00954510528648897,-0.0028966705392241285,0.00954510528648897,NA,NA
19,dashboard,high,5.611073552269641e-4,8.973291442675465e-4,Inf,-0.001197625449815573,0.002319840160269501,-0.001197625449815573,0.002319840160269501,NA,NA
